manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,local_date,daily_actual_work_value
KOMATSU,WA500,6R,60253,2019-01-10T00:37:00+07:00,-6.153499,106.934366,2019-01-09,0.0
KOMATSU,WA500,6R,60249,2019-01-10T00:04:00+07:00,-6.153766,106.9344,2019-01-09,0.0
KOMATSU,WA500,6R,60248,2019-01-09T00:42:00+07:00,-6.156766,106.934199,2019-01-08,0.0
KOMATSU,WA500,6R,60246,2019-01-03T00:09:00+07:00,-6.153599,106.936966,2019-01-02,0.0
KOMATSU,WA500,6R,60245,2019-01-09T01:07:00+07:00,-0.305966,117.045933,2019-01-08,267.0
KOMATSU,WA500,6R,60242,2019-01-10T01:04:22+07:00,-3.683866,115.648166,2019-01-09,0.0
KOMATSU,WA500,6R,60238,2019-01-10T01:31:00+07:00,-0.303733,117.047533,2019-01-09,517.0
KOMATSU,WA500,6R,60233,2019-01-10T01:39:00+07:00,-3.562899,115.638866,2019-01-09,616.0
KOMATSU,WA500,6R,60230,2019-01-10T01:06:00+07:00,-3.598633,115.630732,2019-01-09,573.0
KOMATSU,WA500,6R,60229,2019-01-10T01:10:00+07:00,-0.608099,117.282999,2019-01-09,369.0
KOMATSU,WA500,6R,60228,2019-01-10T02:13:00+08:00,-0.989033,114.3895,2019-01-09,628.0
KOMATSU,WA500,6R,60221,2019-01-10T01:05:27+07:00,-3.7513,115.468232,2019-01-09,0.0
KOMATSU,WA500,6R,60220,2019-01-10T02:18:00+08:00,-1.218066,114.803499,2019-01-09,35.0
KOMATSU,WA500,6R,60219,2018-11-12T02:48:26+08:00,-1.2169,114.806332,2018-11-11,0.0
KOMATSU,WA500,6R,60218,2019-01-10T01:07:28+07:00,-3.310599,116.029933,2019-01-09,2.0
KOMATSU,WA500,6R,60214,2019-01-10T02:00:00+08:00,-3.817999,115.308366,2019-01-09,50.0
KOMATSU,WA500,6R,60213,2019-01-10T02:20:00+08:00,-1.212733,114.801667,2019-01-09,621.0
KOMATSU,WA500,6R,60210,2019-01-10T00:53:00+07:00,-3.751266,115.468232,2019-01-09,0.0
KOMATSU,WA500,6R,60209,2019-01-07T18:37:00+07:00,-3.310066,116.030299,2019-01-09,335.0
KOMATSU,WA500,6R,60204,2019-01-10T01:38:00+07:00,-1.124766,114.496366,2019-01-09,686.0
KOMATSU,WA500,6R,60146,2019-01-10T01:39:00+07:00,-3.736166,115.655866,2019-01-09,274.0
KOMATSU,WA500,6R,60145,2019-01-10T01:44:00+07:00,-3.736766,115.655999,2019-01-09,301.0
KOMATSU,WA500,6R,60144,2019-01-10T01:04:00+07:00,2.215132,117.6039,2019-01-09,403.0
KOMATSU,WA500,6R,60140,2019-01-10T01:27:00+07:00,2.164566,117.412,2019-01-09,358.0
KOMATSU,WA500,6R,60139,2019-01-09T00:39:00+07:00,-3.751166,115.4684,2019-01-08,0.0
KOMATSU,WA500,6R,60138,2019-01-10T00:50:00+07:00,-3.751199,115.4683,2019-01-09,0.0
KOMATSU,WA500,6R,60137,2019-01-09T02:37:00+08:00,-0.841099,115.5301,2019-01-08,4.0
KOMATSU,WA500,6R,60132,2019-01-10T01:13:00+07:00,-3.736266,115.654033,2019-01-09,416.0
KOMATSU,WA500,6R,60131,2019-01-06T01:06:00+07:00,-0.586067,114.791966,2019-01-05,423.0
KOMATSU,WA500,6R,60125,2019-01-08T15:42:00+07:00,-3.736332,115.654333,2019-01-09,361.0
KOMATSU,WA500,6R,60124,2019-01-10T01:02:00+07:00,-3.737066,115.655633,2019-01-09,147.0
KOMATSU,WA500,6R,60122,2019-01-07T17:34:00+08:00,-1.056833,114.684199,2019-01-09,326.0
KOMATSU,WA500,6R,60121,2019-01-10T02:24:00+08:00,-1.057967,114.684633,2019-01-09,142.0
KOMATSU,WA500,6R,60119,2019-01-10T02:36:00+08:00,-2.108533,114.870433,2019-01-09,790.0
KOMATSU,WA500,6R,60118,2019-01-10T02:38:00+08:00,2.040766,117.448866,2019-01-09,9.0
KOMATSU,WA500,6R,60117,2019-01-10T02:04:00+08:00,-2.363932,115.581332,2019-01-09,0.0
KOMATSU,WA500,6R,60116,2019-01-10T02:17:00+08:00,-1.216633,114.806533,2019-01-09,367.0
KOMATSU,WA500,6R,60115,2018-09-22T02:16:00+08:00,1.916466,117.291199,2018-09-21,43.0
KOMATSU,WA500,6R,60111,2019-01-10T02:42:00+08:00,-1.053066,114.681933,2019-01-09,55.0
KOMATSU,WA500,6R,60110,2019-01-10T02:10:00+08:00,-0.990433,114.3902,2019-01-09,714.0
KOMATSU,WA500,3A,53096,2016-12-28T20:03:00+07:00,-3.801833,115.477899,2016-12-29,0.0
KOMATSU,WA480,6,92110,2019-01-10T00:06:00+07:00,-6.153666,106.934,2019-01-09,0.0
KOMATSU,WA480,6,92109,2019-01-10T00:44:00+07:00,-6.153633,106.9339,2019-01-09,0.0
KOMATSU,WA480,6,92108,2019-01-10T00:12:00+07:00,-6.1539,106.934266,2019-01-09,0.0
KOMATSU,WA480,6,92093,2019-01-09T02:08:00+08:00,-0.563533,117.008666,2019-01-08,6.0
KOMATSU,WA480,6,92074,2019-01-10T01:24:23+07:00,-6.153466,106.934633,2019-01-09,7.0
KOMATSU,WA480,6,92073,2019-01-10T01:12:23+07:00,-6.153699,106.934699,2019-01-09,0.0
KOMATSU,WA480,6,92036,2019-01-10T01:09:25+07:00,-6.153567,106.9369,2019-01-09,0.0
KOMATSU,WA480,6,92034,2019-01-10T02:03:00+08:00,-2.898099,115.265999,2019-01-09,608.0
KOMATSU,WA480,6,92033,2019-01-02T01:38:25+07:00,-2.989,114.787133,2019-01-01,0.0
KOMATSU,WA480,6,92007,2019-01-10T01:09:00+07:00,-2.988466,114.785066,2019-01-09,452.0
KOMATSU,WA480,6,92006,2019-01-10T02:08:00+08:00,-3.047299,115.152233,2019-01-09,527.0
KOMATSU,WA480,6,91874,2019-01-10T02:29:00+08:00,-2.889433,115.270933,2019-01-09,643.0
KOMATSU,WA480,6,91873,2019-01-10T01:43:00+07:00,-2.991766,114.783699,2019-01-09,564.0
KOMATSU,WA480,6,91807,2019-01-10T01:20:00+07:00,-1.126266,114.4914,2019-01-09,534.0
KOMATSU,WA480,6,91787,2018-12-05T01:20:00+07:00,2.088533,117.3189,2018-12-04,558.0
KOMATSU,WA480,6,91743,2019-01-09T10:10:00+08:00,-6.869199,111.459333,2019-01-09,145.0
KOMATSU,WA480,6,91742,2019-01-08T19:11:00+07:00,2.165,117.3834,2019-01-08,657.0
KOMATSU,WA480,6,91741,2019-01-09T12:47:00+07:00,2.163633,117.383166,2019-01-09,440.0
KOMATSU,WA480,6,91346,2019-01-06T12:43:00+08:00,-2.896332,115.2677,2019-01-09,700.0
KOMATSU,WA480,6,91339,2019-01-10T02:07:00+08:00,-0.986466,114.389799,2019-01-09,567.0
KOMATSU,WA480,6,91338,2019-01-10T01:14:00+08:00,-0.977666,114.381033,2019-01-09,8.0
KOMATSU,WA480,6,91337,2018-12-25T19:13:00+08:00,-0.562199,117.011233,2019-01-08,690.0
KOMATSU,WA480,6,91336,2019-01-10T01:22:00+07:00,-3.699199,115.558232,2019-01-09,4.0
KOMATSU,WA480,6,91318,2019-01-10T01:20:00+07:00,-3.745966,115.645299,2019-01-09,760.0
KOMATSU,WA480,6,91317,2019-01-10T01:25:00+07:00,-3.745999,115.645533,2019-01-09,863.0
KOMATSU,WA480,6,91316,2018-03-06T00:59:00+07:00,-0.544433,117.023766,2018-03-05,712.0
KOMATSU,WA480,6,91315,2019-01-10T01:33:00+07:00,-0.305732,117.045933,2019-01-09,664.0
KOMATSU,WA480,6,91314,2019-01-10T01:43:00+08:00,-3.749867,103.756466,2019-01-09,0.0
KOMATSU,WA480,6,91298,2019-01-10T00:24:00+07:00,-3.699333,115.558266,2019-01-09,0.0
KOMATSU,WA480,6,91297,2019-01-09T02:23:00+08:00,-0.562133,117.011033,2019-01-08,740.0
KOMATSU,WA470,6,91670,2019-01-10T01:09:00+07:00,-0.374233,101.213099,2019-01-09,111.0
KOMATSU,WA470,6,91383,2018-01-25T21:02:00+07:00,-0.665299,100.285633,2019-01-09,245.0
KOMATSU,WA470,6,91382,2017-04-20T01:01:00+07:00,-3.435,102.516667,2017-04-19,262.0
KOMATSU,WA380Z,6,67692,2019-01-09T20:36:00+07:00,-7.006466,110.366199,2019-01-09,302.0
KOMATSU,WA380Z,6,67665,2019-01-10T02:13:00+08:00,-2.2959,114.873733,2019-01-09,78.0
KOMATSU,WA380Z,6,67664,2018-06-23T03:53:00+07:00,-4.184699,121.611432,2019-01-09,660.0
KOMATSU,WA380Z,6,67654,2018-11-19T22:31:00+07:00,-4.186866,121.613166,2019-01-09,225.0
KOMATSU,WA380Z,6,67653,2018-07-19T02:58:00+07:00,-4.185933,121.612066,2019-01-09,297.0
KOMATSU,WA380Z,6,67630,2019-01-10T01:10:00+07:00,-3.434867,102.516933,2019-01-09,204.0
KOMATSU,WA380Z,6,67629,2019-01-10T01:12:00+07:00,-4.183499,121.612632,2019-01-09,0.0
KOMATSU,WA380Z,6,67618,2018-12-06T05:54:00+07:00,-7.713633,113.588232,2019-01-08,121.0
KOMATSU,WA380Z,6,67617,2018-12-18T12:55:00+07:00,-4.185066,121.6132,2019-01-08,781.0
KOMATSU,WA380Z,6,67595,2019-01-10T01:04:00+07:00,-4.184867,121.6151,2019-01-09,842.0
KOMATSU,WA380Z,6,67594,2019-01-02T00:54:00+07:00,-4.184033,121.612299,2019-01-01,375.0
KOMATSU,WA380Z,6,67566,2019-01-10T01:25:00+07:00,-4.1846,121.615366,2019-01-09,907.0
KOMATSU,WA380Z,6,67565,2018-12-12T16:55:00+07:00,-4.184233,121.612066,2018-12-14,0.0
KOMATSU,WA380Z,6,67559,2019-01-10T01:00:00+07:00,-3.842399,103.796833,2019-01-09,485.0
KOMATSU,WA380Z,6,67556,2019-01-02T00:04:00+07:00,0.710599,122.529799,2019-01-09,0.0
KOMATSU,WA380Z,6,67413,2019-01-10T01:19:00+07:00,-6.016067,105.953166,2019-01-09,132.0
KOMATSU,WA380Z,6,67412,2018-09-30T08:47:00+07:00,-6.0208,105.954066,2019-01-09,58.0
KOMATSU,WA380Z,6,67411,2018-12-30T15:56:00+07:00,-6.707299,108.395233,2019-01-08,374.0
KOMATSU,WA380Z,6,67308,2019-01-10T01:00:00+07:00,-7.590533,112.672533,2019-01-09,402.0
KOMATSU,WA380Z,6,67288,2019-01-10T01:21:00+07:00,-7.727666,110.898599,2019-01-09,203.0
KOMATSU,WA380Z,6,67287,2019-01-10T01:25:00+07:00,-6.2765,107.122866,2019-01-09,623.0
KOMATSU,WA380Z,6,67286,2019-01-10T01:17:00+07:00,-6.647933,108.395399,2019-01-09,433.0
KOMATSU,WA380Z,6,67276,2019-01-10T01:13:00+07:00,-3.784199,115.4502,2019-01-09,179.0
KOMATSU,WA380Z,6,67275,2019-01-10T01:20:00+07:00,-3.782,115.458066,2019-01-09,134.0
KOMATSU,WA380Z,6,67274,2019-01-10T01:06:00+07:00,-5.545766,105.473832,2019-01-09,649.0
KOMATSU,WA380Z,6,67267,2019-01-10T01:33:00+07:00,-5.545732,105.473866,2019-01-09,0.0
KOMATSU,WA380Z,6,67266,2019-01-10T01:15:00+07:00,-4.864966,105.482967,2019-01-09,436.0
KOMATSU,WA380Z,6,67265,2019-01-10T01:26:00+07:00,3.012466,99.235467,2019-01-09,179.0
KOMATSU,WA380Z,6,67264,2019-01-10T01:01:00+07:00,-2.753533,105.282,2019-01-09,150.0
KOMATSU,WA380Z,6,67263,2019-01-10T01:41:00+07:00,-2.750966,105.276599,2019-01-09,188.0
KOMATSU,WA380Z,6,67262,2019-01-10T01:06:00+07:00,-2.750467,105.275633,2019-01-09,112.0
KOMATSU,WA380Z,6,67261,2019-01-10T01:30:00+07:00,-7.683766,109.093567,2019-01-09,504.0
KOMATSU,WA380Z,6,67260,2017-11-24T19:21:00+07:00,-6.469699,106.904199,2019-01-09,28.0
KOMATSU,WA380Z,6,67259,2019-01-10T01:27:00+07:00,-3.782967,115.452733,2019-01-09,393.0
KOMATSU,WA380Z,6,67258,2019-01-10T01:21:00+07:00,3.631599,98.535399,2019-01-09,188.0
KOMATSU,WA380Z,6,67257,2019-01-09T01:18:00+07:00,-7.686966,109.091799,2019-01-08,180.0
KOMATSU,WA380Z,6,67249,2019-01-10T01:44:00+07:00,-6.4369,106.608533,2019-01-09,658.0
KOMATSU,WA380Z,6,67248,2019-01-10T01:30:00+07:00,1.771199,101.3589,2019-01-09,432.0
KOMATSU,WA380Z,6,67247,2018-07-14T04:11:00+07:00,-3.227433,104.473533,2019-01-09,178.0
KOMATSU,WA380Z,6,67244,2019-01-10T01:20:00+07:00,0.389099,101.026599,2019-01-09,480.0
KOMATSU,WA380Z,6,67242,2019-01-09T23:47:00+07:00,-0.793699,117.2151,2019-01-09,0.0
KOMATSU,WA380Z,6,67241,2018-12-01T17:26:00+07:00,-2.754666,105.282299,2019-01-08,124.0
KOMATSU,WA380Z,6,67240,2017-11-09T03:26:00+07:00,-6.738966,108.543932,2018-12-20,36.0
KOMATSU,WA380Z,6,67237,2016-09-28T01:15:00+07:00,-2.461833,101.124666,2016-09-27,458.0
KOMATSU,WA380Z,6,67236,2019-01-10T01:41:00+07:00,-7.435533,112.614,2019-01-09,201.0
KOMATSU,WA380Z,6,67235,2019-01-10T01:29:00+07:00,-7.1388,112.636133,2019-01-09,425.0
KOMATSU,WA380Z,6,67234,2016-01-22T01:02:00+07:00,-7.389199,112.599966,2016-01-21,260.0
KOMATSU,WA380Z,6,67232,2019-01-10T01:33:00+07:00,-0.996266,103.073866,2019-01-09,239.0
KOMATSU,WA380Z,6,67231,2019-01-07T01:33:00+07:00,-6.470366,106.904133,2019-01-06,121.0
KOMATSU,WA380Z,6,67230,2018-06-24T15:08:00+08:00,-0.842933,117.144899,2019-01-09,192.0
KOMATSU,WA380Z,6,67229,2015-07-27T01:11:00+07:00,-2.057999,115.570366,2015-07-26,130.0
KOMATSU,WA380Z,6,67228,2019-01-08T23:45:00+07:00,-2.1039,115.618766,2019-01-09,90.0
KOMATSU,WA380Z,6,67227,2019-01-10T01:22:00+07:00,-2.061366,115.573232,2019-01-09,196.0
KOMATSU,WA380Z,6,67226,2019-01-10T01:29:00+07:00,-3.282833,101.677799,2019-01-09,47.0
KOMATSU,WA380Z,6,67225,2019-01-10T02:41:00+08:00,-0.543733,117.022632,2019-01-09,920.0
KOMATSU,WA380Z,6,67224,2019-01-03T18:29:00+07:00,-0.720732,102.626199,2019-01-09,740.0
KOMATSU,WA380Z,6,67223,2018-12-28T14:15:00+07:00,-7.395666,112.518533,2019-01-09,73.0
KOMATSU,WA380Z,6,67222,2019-01-10T01:24:00+07:00,-7.574333,112.629066,2019-01-09,342.0
KOMATSU,WA380Z,6,67221,2019-01-10T01:33:00+07:00,-1.4839,103.678133,2019-01-09,166.0
KOMATSU,WA380Z,6,67220,2019-01-08T16:28:00+07:00,-2.750966,105.2825,2019-01-08,412.0
KOMATSU,WA380Z,6,67208,2018-09-28T07:22:00+07:00,-7.138832,112.636166,2019-01-09,185.0
KOMATSU,WA380Z,6,67207,2019-01-10T01:12:00+07:00,-2.487199,113.0075,2019-01-09,350.0
KOMATSU,WA380Z,6,67188,2018-05-20T18:00:00+07:00,1.272833,124.837399,2019-01-09,156.0
KOMATSU,WA380Z,6,67173,2018-12-31T08:03:00+07:00,-0.717866,117.2233,2019-01-09,100.0
KOMATSU,WA380Z,6,67161,2016-07-31T05:31:00+07:00,1.433033,101.285666,2019-01-07,182.0
KOMATSU,WA380Z,6,67160,2019-01-10T01:23:00+07:00,1.649333,101.6439,2019-01-09,484.0
KOMATSU,WA380Z,6,67159,2016-04-30T01:20:00+07:00,3.7796,98.694133,2016-04-29,199.0
KOMATSU,WA380Z,6,67158,2018-12-29T09:47:00+07:00,-0.507733,117.305333,2019-01-09,0.0
KOMATSU,WA380,6,67921,2019-01-10T00:47:00+07:00,-6.153866,106.934199,2019-01-09,0.0
KOMATSU,WA380,6,67920,2019-01-10T00:03:00+07:00,-6.153599,106.934066,2019-01-09,0.0
KOMATSU,WA380,6,67917,2019-01-10T00:29:00+07:00,-6.153633,106.934433,2019-01-09,0.0
KOMATSU,WA380,6,67916,2019-01-09T14:24:00+07:00,2.801966,117.426366,2019-01-08,0.0
KOMATSU,WA380,6,67899,2019-01-10T00:33:00+07:00,-1.2377,116.946599,2019-01-09,1.0
KOMATSU,WA380,6,67890,2019-01-10T01:10:00+07:00,-7.1809,112.658466,2019-01-09,245.0
KOMATSU,WA380,6,67884,2019-01-10T01:33:23+07:00,3.368567,99.4382,2019-01-09,235.0
KOMATSU,WA380,6,67849,2019-01-10T01:08:25+07:00,-3.707433,103.706199,2019-01-09,447.0
KOMATSU,WA380,6,67848,2019-01-10T01:08:25+07:00,-3.869333,103.804666,2019-01-09,431.0
KOMATSU,WA380,6,67847,2019-01-10T01:09:00+07:00,-3.753466,115.639966,2019-01-09,683.0
KOMATSU,WA380,6,67821,2019-01-10T01:43:26+07:00,-0.782066,117.193599,2019-01-09,0.0
KOMATSU,WA380,6,67820,2019-01-10T01:17:00+07:00,-0.785533,117.215566,2019-01-09,391.0
KOMATSU,WA380,6,67809,2019-01-09T00:48:00+07:00,1.345966,128.223633,2019-01-08,0.0
KOMATSU,WA380,6,67808,2019-01-10T01:09:00+07:00,1.361833,128.164833,2019-01-09,69.0
KOMATSU,WA380,6,67800,2019-01-10T01:21:26+07:00,-7.715766,113.5863,2019-01-09,0.0
KOMATSU,WA380,6,67798,2019-01-10T01:35:00+07:00,-0.774466,114.948966,2019-01-09,362.0
KOMATSU,WA380,6,67779,2019-01-10T01:11:00+07:00,-7.7565,112.756233,2019-01-09,3.0
KOMATSU,WA380,6,67778,2019-01-10T03:17:00+09:00,1.357766,125.049033,2019-01-09,131.0
KOMATSU,WA380,6,67757,2018-10-14T21:20:00+07:00,0.884299,122.714167,2019-01-09,231.0
KOMATSU,WA380,6,67756,2019-01-09T00:56:00+07:00,-4.122933,104.156766,2019-01-08,446.0
KOMATSU,WA380,6,67749,2019-01-10T01:20:00+07:00,-0.676866,117.260366,2019-01-09,452.0
KOMATSU,WA380,6,67748,2019-01-10T01:31:00+07:00,-7.691366,109.003699,2019-01-09,138.0
KOMATSU,WA380,6,67747,2019-01-10T01:38:00+07:00,-7.139766,112.6525,2019-01-09,0.0
KOMATSU,WA380,6,67746,2019-01-10T01:23:00+07:00,-1.487399,103.670566,2019-01-09,413.0
KOMATSU,WA380,6,67718,2019-01-10T00:13:00+07:00,-2.076866,121.440599,2019-01-09,0.0
KOMATSU,WA380,6,67717,2019-01-10T00:12:00+07:00,-3.727766,103.807866,2019-01-09,306.0
KOMATSU,WA380,6,67716,2019-01-10T03:06:00+09:00,-0.357166,119.757,2019-01-09,221.0
KOMATSU,WA380,6,67655,2019-01-10T01:37:00+07:00,-6.470233,106.904366,2019-01-09,312.0
KOMATSU,PC850,8R1,70274,2019-01-10T01:14:00+07:00,-6.155266,106.935299,2019-01-09,0.0
KOMATSU,PC850,8R1,70273,2019-01-10T01:20:00+07:00,-6.155333,106.935266,2019-01-09,0.0
KOMATSU,PC850,8R1,70272,2019-01-10T01:12:00+07:00,-3.399666,114.667632,2019-01-09,0.0
KOMATSU,PC850,8R1,70271,2019-01-10T04:31:00+07:00,-5.6115,108.467533,2019-01-09,0.0
KOMATSU,PC850,8R1,70263,2019-01-07T01:01:00+07:00,-6.155299,106.9352,2019-01-06,0.0
KOMATSU,PC850,8R1,70261,2019-01-10T04:31:00+07:00,-5.611432,108.466933,2019-01-09,0.0
KOMATSU,PC850,8R1,70260,2019-01-10T04:30:00+07:00,-5.611633,108.465467,2019-01-09,0.0
KOMATSU,PC850,8R1,70252,2019-01-10T01:21:00+07:00,-6.155266,106.935266,2019-01-09,0.0
KOMATSU,PC850,8R1,70249,2019-01-10T01:40:00+07:00,-3.620633,115.621667,2019-01-09,954.0
KOMATSU,PC850,8R1,70247,2019-01-09T21:32:00+07:00,0.610299,117.441766,2019-01-08,743.0
KOMATSU,PC850,8R1,70245,2019-01-10T01:40:00+07:00,-3.793699,115.3165,2019-01-09,521.0
KOMATSU,PC850,8R1,70243,2019-01-09T01:34:00+07:00,-3.729066,103.7288,2019-01-08,563.0
KOMATSU,PC850,8R1,70238,2019-01-10T01:37:00+07:00,-3.6175,115.623666,2019-01-09,1100.0
KOMATSU,PC850,8R1,70237,2019-01-10T00:59:00+07:00,-2.922999,115.233932,2019-01-09,380.0
KOMATSU,PC850,8R1,70236,2019-01-10T01:04:00+07:00,-2.926599,115.232233,2019-01-09,532.0
KOMATSU,PC850,8R1,70233,2019-01-09T01:42:00+07:00,1.077466,117.675866,2019-01-08,800.0
KOMATSU,PC850,8R1,70231,2019-01-10T01:06:00+07:00,1.076366,117.6759,2019-01-09,816.0
KOMATSU,PC850,8R1,70230,2019-01-10T01:44:00+07:00,3.080833,116.456266,2019-01-09,965.0
KOMATSU,PC850,8R1,70228,2019-01-10T02:05:00+08:00,-1.680166,115.215732,2019-01-09,0.0
KOMATSU,PC850,8R1,70226,2019-01-10T00:55:00+07:00,0.9107,117.774099,2019-01-09,743.0
KOMATSU,PC850,8R1,70222,2019-01-10T02:12:00+08:00,-1.067466,114.670533,2019-01-09,300.0
KOMATSU,PC850,8R1,70221,2019-01-10T01:34:00+07:00,-3.283533,115.125433,2019-01-09,693.0
KOMATSU,PC850,8R1,70220,2019-01-10T02:31:00+08:00,0.805533,117.5275,2019-01-09,912.0
KOMATSU,PC850,8R1,70219,2019-01-10T02:38:00+08:00,-1.1182,114.467,2019-01-09,632.0
KOMATSU,PC850,8R1,70218,2019-01-10T01:29:00+07:00,-3.808699,103.817333,2019-01-09,710.0
KOMATSU,PC850,8R1,70209,2019-01-09T01:45:00+07:00,1.064133,117.662367,2019-01-08,884.0
KOMATSU,PC850,8R1,70208,2019-01-10T02:38:00+08:00,-0.859466,115.444066,2019-01-09,470.0
KOMATSU,PC850,8R1,70204,2019-01-10T02:08:00+08:00,-0.9783,114.351332,2019-01-09,575.0
KOMATSU,PC850,8R1,70199,2019-01-10T01:19:00+07:00,-3.808066,103.814099,2019-01-09,297.0
KOMATSU,PC850,8R1,70198,2019-01-10T02:40:00+08:00,0.706133,117.482999,2019-01-09,789.0
KOMATSU,PC850,8R1,70197,2019-01-10T02:17:00+08:00,-0.978333,114.357233,2019-01-09,487.0
KOMATSU,PC850,8R1,70191,2019-01-10T02:43:00+08:00,-0.994566,114.3739,2019-01-09,439.0
KOMATSU,PC850,8R1,70188,2019-01-10T02:09:00+08:00,-5.29,104.415066,2019-01-09,361.0
KOMATSU,PC850,8R1,70187,2018-03-08T02:38:00+08:00,-3.787766,115.322733,2018-03-07,324.0
KOMATSU,PC850,8R1,70186,2019-01-10T02:07:00+08:00,-3.0127,115.184666,2019-01-09,609.0
KOMATSU,PC850,8R1,70183,2019-01-10T02:22:00+08:00,0.607333,117.453699,2019-01-09,412.0
KOMATSU,PC850,8R1,70182,2019-01-10T02:03:00+08:00,-0.149333,117.166266,2019-01-09,420.0
KOMATSU,PC850,8R1,70181,2019-01-10T02:36:00+08:00,-1.064266,114.674899,2019-01-09,377.0
KOMATSU,PC850,8R1,70179,2019-01-08T01:33:00+08:00,-0.157133,117.165999,2019-01-07,689.0
KOMATSU,PC850,8R1,70176,2019-01-10T02:16:00+08:00,-1.0013,114.379033,2019-01-09,471.0
KOMATSU,PC850,8R1,70152,2019-01-10T01:20:00+07:00,-3.269699,115.136332,2019-01-09,560.0
KOMATSU,PC850,8R1,70150,2019-01-10T01:06:00+07:00,-3.711933,103.634532,2019-01-09,44.0
KOMATSU,PC850,8R1,70149,2019-01-10T01:48:00+08:00,-0.8515,115.4801,2019-01-09,792.0
KOMATSU,PC850,8R1,70148,2018-06-09T00:13:00+07:00,-3.8209,103.788533,2019-01-09,603.0
KOMATSU,PC850,8R1,70147,2019-01-10T02:08:00+08:00,0.646067,117.446233,2019-01-09,531.0
KOMATSU,PC850,8R1,70146,2019-01-10T02:10:00+08:00,-1.052466,114.677533,2019-01-09,294.0
KOMATSU,PC850,8R1,70145,2019-01-10T01:10:00+07:00,-3.677799,103.714699,2019-01-09,339.0
KOMATSU,PC850,8R1,70144,2019-01-10T01:10:00+07:00,1.163666,117.678499,2019-01-09,596.0
KOMATSU,PC850,8R1,70142,2019-01-10T02:13:00+08:00,1.862166,117.2507,2019-01-09,639.0
KOMATSU,PC850,8R1,70139,2019-01-09T01:08:00+07:00,1.161699,117.680467,2019-01-08,973.0
KOMATSU,PC850,8R1,70138,2019-01-10T01:16:00+07:00,1.1583,117.684167,2019-01-09,648.0
KOMATSU,PC850,8R1,70137,2019-01-10T02:20:00+08:00,0.762666,117.633166,2019-01-09,911.0
KOMATSU,PC850,8R1,70136,2019-01-09T02:22:00+08:00,1.865132,117.254366,2019-01-08,261.0
KOMATSU,PC850,8R1,70135,2019-01-10T02:25:00+08:00,1.862199,117.258766,2019-01-09,0.0
KOMATSU,PC850,8R1,70134,2019-01-10T01:41:00+07:00,-3.769233,103.625266,2019-01-09,0.0
KOMATSU,PC850,8R1,70133,2019-01-09T00:57:00+07:00,-3.670966,103.711533,2019-01-08,719.0
KOMATSU,PC850,8R1,70132,2019-01-10T02:08:00+08:00,-0.998699,114.379233,2019-01-09,511.0
KOMATSU,PC850,8R1,70128,2018-12-31T12:34:00+08:00,-8.894433,116.750766,2018-12-31,0.0
KOMATSU,PC850,8R1,70126,2019-01-09T02:17:00+08:00,-0.844199,115.504,2019-01-08,1029.0
KOMATSU,PC850,8R1,70125,2019-01-10T02:38:00+08:00,-0.691833,117.042032,2019-01-09,1052.0
KOMATSU,PC850,8R1,70124,2019-01-10T02:40:00+08:00,-1.000066,114.372066,2019-01-09,526.0
KOMATSU,PC850,8R1,70123,2019-01-10T02:37:00+08:00,0.759899,117.630966,2019-01-09,934.0
KOMATSU,PC850,8R1,70122,2019-01-10T02:21:00+08:00,-3.580866,115.619566,2019-01-09,835.0
KOMATSU,PC850,8R1,70121,2019-01-10T01:13:00+07:00,-3.793366,115.312999,2019-01-09,488.0
KOMATSU,PC850,8R1,70116,2019-01-10T02:03:00+08:00,-3.581099,115.621067,2019-01-09,11.0
KOMATSU,PC850,8R1,70115,2016-12-27T02:03:00+08:00,1.909233,117.279167,2016-12-26,30.0
KOMATSU,PC850,8R1,70113,2019-01-10T02:17:00+08:00,-3.5557,115.631432,2019-01-09,1007.0
KOMATSU,PC850,8R1,70112,2019-01-10T02:31:00+08:00,0.762967,117.631366,2019-01-09,871.0
KOMATSU,PC850,8R1,70111,2019-01-10T02:32:00+08:00,0.513866,116.097199,2019-01-09,1082.0
KOMATSU,PC850,8R1,70073,2019-01-10T02:13:00+08:00,-0.947799,117.025066,2019-01-09,732.0
KOMATSU,PC850,8R1,70072,2019-01-10T02:38:00+08:00,-0.951199,117.018133,2019-01-09,805.0
KOMATSU,PC850,8R1,70070,2019-01-10T02:37:00+08:00,0.762466,117.630966,2019-01-09,969.0
KOMATSU,PC850,8R1,70060,2019-01-10T01:18:00+08:00,0.7601,117.628266,2019-01-09,904.0
KOMATSU,PC850,8R1,70059,2018-12-20T01:21:00+07:00,-3.749699,103.6764,2018-12-19,33.0
KOMATSU,PC850,8R1,70058,2018-10-06T01:08:00+07:00,-3.760666,103.671067,2018-10-05,0.0
KOMATSU,PC850,8R1,70056,2018-05-27T20:31:00+07:00,0.560233,124.3021,2018-05-28,0.0
KOMATSU,PC850,8R1,70055,2018-01-27T01:22:00+07:00,0.571133,124.311966,2018-01-26,0.0
KOMATSU,PC800,7,40616,2019-01-10T02:24:00+08:00,-0.322433,114.825833,2019-01-09,901.0
