manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,comm_setting_group,comm_setting_group_id,comm_setting_group_td,db_group,db_group_id,db_group_country,customer,customer_id,customer_code,customer_country
KOMATSU,PC200,8M0,C20114,2019-01-10T01:41:31+07:00,-3.172133,101.767833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,ALIRAN KETAHUN,363817.0,11520,ID
KOMATSU,PC200,8M0,C20113,2019-01-10T01:47:31+07:00,-3.0138,104.700366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KATIONO,488019.0,37841,ID
KOMATSU,PC200,8M0,C20112,2019-01-10T01:39:31+07:00,-7.050666,109.3421,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,ARIS KAMALUDIN,483663.0,37776,ID
KOMATSU,PC200,8M0,C20111,2019-01-10T02:27:31+08:00,-1.374133,119.392066,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SARANA CIPTA MANDIRI,305202.0,25919,ID
KOMATSU,PC200,8M0,C20110,2019-01-10T01:34:00+07:00,-1.267833,116.666266,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEBUN MANDIRI SEJAHTERA,306837.0,27321,ID
KOMATSU,PC200,8M0,C20109,2019-01-10T02:43:31+08:00,0.832466,110.505599,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,GLOBAL KALIMANTAN MAKMUR,303425.0,22902,ID
KOMATSU,PC200,8M0,C20107,2019-01-10T02:41:31+08:00,-0.307733,117.040233,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MAHAKAM SUMBER JAYA,302984.0,13380,ID
KOMATSU,PC200,8M0,C20106,2019-01-10T01:46:31+07:00,-3.346466,114.172733,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,HIJAUPERTIWI INDAH PLANT,320398.0,28970,ID
KOMATSU,PC200,8M0,C20105,2018-12-31T01:35:30+07:00,3.7789,98.680966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUMBER MITRA JAYA,301774.0,10210,ID
KOMATSU,PC200,8M0,C20104,2019-01-10T01:47:31+07:00,-3.680533,138.4396,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PUTRA TOLLY LIAR,485164.0,37839,ID
KOMATSU,PC200,8M0,C20103,2019-01-10T01:47:31+07:00,-6.853232,107.394799,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MULIA BAKTI FAMILI,488366.0,36526,ID
KOMATSU,PC200,8M0,C20102,2019-01-10T01:41:31+07:00,-0.551566,117.298932,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,JAYA MIMIKA LESTARI,483419.0,28145,ID
KOMATSU,PC200,8M0,C20101,2019-01-10T01:41:00+07:00,-1.036699,117.013966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,JAYA MIMIKA LESTARI,483419.0,28145,ID
KOMATSU,PC200,8M0,C20100,2019-01-10T01:46:31+07:00,-3.594466,115.654833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SEMESTA TRANSPORTASI LIMBAH,484000.0,35022,ID
KOMATSU,PC200,8M0,C20099,2019-01-10T01:27:31+07:00,-7.891067,110.063099,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUKSES MANDIRI BERKAH,464119.0,36482,ID
KOMATSU,PC200,8M0,C20098,2019-01-10T01:44:31+07:00,-3.576199,115.615366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SEMESTA TRANSPORTASI LIMBAH,484000.0,35022,ID
KOMATSU,PC200,8M0,C20097,2019-01-10T01:43:31+07:00,-7.399566,110.725633,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,CHIKO GROUP 777,488819.0,38250,ID
KOMATSU,PC200,8M0,C20096,2019-01-10T01:43:31+07:00,-2.595132,107.653932,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SIN FUK,488441.0,37604,ID
KOMATSU,PC200,8M0,C20095,2019-01-08T16:53:49+07:00,4.356233,98.151667,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PARA SAWITA,486421.0,37968,ID
KOMATSU,PC200,8M0,C20094,2019-01-10T01:40:00+07:00,-1.120299,114.468066,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SATRIA ALAM MANUNGGAL,312427.0,26093,ID
KOMATSU,PC200,8M0,C20093,2019-01-10T01:35:00+07:00,-0.9813,114.354833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BANDANG MINING COAL,305513.0,26900,ID
KOMATSU,PC200,8M0,C20092,2019-01-10T02:32:00+08:00,-2.237,115.502466,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PUTRA SARANA TRANSBORNEO,301607.0,14866,ID
KOMATSU,PC200,8M0,C20091,2019-01-10T01:38:00+07:00,0.1546,117.354733,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,GADING JAYA PERKASA,402797.0,31845,ID
KOMATSU,PC200,8M0,C20090,2018-05-22T16:08:42+07:00,-6.865999,107.833567,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUMBER TEKNIK KONSTRUKSI,475661.0,37481,ID
KOMATSU,PC200,8M0,C20089,2019-01-10T02:29:31+08:00,-3.6451,115.641933,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BUKIT MAKMUR MANDIRI UTAMA,301047.0,18421,ID
KOMATSU,PC200,8M0,C20088,2019-01-10T02:35:00+08:00,-2.2019,115.522866,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PUTRA SARANA TRANSBORNEO,301607.0,14866,ID
KOMATSU,PC200,8M0,C20087,2019-01-10T02:37:41+07:00,-0.7019,117.037933,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,JAYA LESTARI PERKASA,430299.0,33162,ID
KOMATSU,PC200,8M0,C20086,2019-01-10T01:03:31+07:00,-3.982632,137.645266,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,RAJAWALI MITRA PERSADA,366477.0,31222,ID
KOMATSU,PC200,8M0,C20085,2018-09-02T06:32:11+07:00,-3.939833,137.6627,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,RAJAWALI MITRA PERSADA,366477.0,31222,ID
KOMATSU,PC200,8M0,C20084,2019-01-10T01:45:31+07:00,3.566799,116.484633,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,WANA ADIPRIMA MANDIRI,400280.0,16630,ID
KOMATSU,PC200,8M0,C20083,2019-01-10T01:43:00+07:00,-3.890732,121.280366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MEDIA KREASI RUANG,484900.0,37730,ID
KOMATSU,PC200,8M0,C20082,2019-01-10T01:27:00+07:00,-3.8902,121.280732,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MEDIA KREASI RUANG,484900.0,37730,ID
KOMATSU,PC200,8M0,C20081,2019-01-07T02:43:31+08:00,0.384699,115.454366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUKSES KARYA HUTANI,304652.0,25932,ID
KOMATSU,PC200,8M0,C20080,2019-01-10T02:44:31+08:00,0.386667,115.427766,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUKSES KARYA HUTANI,304652.0,25932,ID
KOMATSU,PC200,8M0,C20079,2019-01-10T01:36:00+07:00,-0.596233,115.467866,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KRUING LESTARI JAYA,311671.0,27025,ID
KOMATSU,PC200,8M0,C20078,2019-01-10T01:47:31+07:00,-2.052399,111.861966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BINA TRENGGINAS MANDIRI,393837.0,32357,ID
KOMATSU,PC200,8M0,C20075,2019-01-10T01:50:31+07:00,-4.736099,119.598766,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PUTRA ABADI MANDIRI,487079.0,37979,ID
KOMATSU,PC200,8M0,C20074,2019-01-10T01:51:31+07:00,-4.380633,122.362,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,RUBENSON,486879.0,31957,ID
KOMATSU,PC200,8M0,C20073,2019-01-10T01:39:31+07:00,-7.113099,109.316199,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PRIMA LOGAM JAYA,461079.0,36721,ID
KOMATSU,PC200,8M0,C20069,2019-01-10T01:23:31+07:00,-2.979466,122.2176,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,FARMASTI KOLONODALE,341538.0,30307,ID
KOMATSU,PC200,8M0,C20068,2019-01-10T01:19:00+07:00,-1.870533,121.333533,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,FARMASTI KOLONODALE MORU,487844.0,37735,ID
KOMATSU,PC200,8M0,C20067,2018-06-23T03:30:24+09:00,-3.888133,120.177199,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,CIPTA PARAMULA SEJATI,308712.0,10385,ID
KOMATSU,PC200,8M0,C20066,2019-01-10T03:44:00+09:00,-4.577199,121.883567,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,CIPTA PARAMULA SEJATI,308712.0,10385,ID
KOMATSU,PC200,8M0,C20065,2019-01-10T03:22:00+09:00,-5.5138,119.804833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,CIPTA PARAMULA SEJATI,308712.0,10385,ID
KOMATSU,PC200,8M0,C20064,2019-01-10T01:31:31+07:00,-7.741966,114.256366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,ANINDYA,456381.0,36311,ID
KOMATSU,PC200,8M0,C20063,2019-01-10T02:18:31+08:00,-0.718699,114.974299,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BUKIT MAKMUR MANDIRI UTAMA,301047.0,18421,ID
KOMATSU,PC200,8M0,C20062,2019-01-10T02:19:31+08:00,-0.730599,114.965599,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BUKIT MAKMUR MANDIRI UTAMA,301047.0,18421,ID
KOMATSU,PC200,8M0,C20061,2018-11-13T08:41:17+08:00,-0.731432,114.965499,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BUKIT MAKMUR MANDIRI UTAMA,301047.0,18421,ID
KOMATSU,PC200,8M0,C20060,2019-01-09T01:51:31+07:00,-3.018499,107.613433,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SEHATI,483684.0,37807,ID
KOMATSU,PC200,8M0,C20059,2018-09-25T02:07:00+08:00,-3.626766,115.636699,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BUKIT MAKMUR MANDIRI UTAMA,301047.0,18421,ID
KOMATSU,PC200,8M0,C20058,2019-01-10T01:36:00+07:00,-6.966466,108.638966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,UUS USMAN,356222.0,30739,ID
KOMATSU,PC200,8M0,C20057,2019-01-10T02:45:00+08:00,-7.706667,126.324766,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MADHANI TALATAH NUSANTAR,301383.0,20773,ID
KOMATSU,PC200,8M0,C20056,2019-01-10T01:41:31+07:00,-2.2821,115.5027,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,LEMBAH ANOR,367377.0,19040,ID
KOMATSU,PC200,8M0,C20055,2019-01-10T02:45:00+08:00,-7.706166,126.3334,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MADHANI TALATAH NUSANTAR,301383.0,20773,ID
KOMATSU,PC200,8M0,C20052,2019-01-10T01:47:31+07:00,-2.224299,115.559833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,LEMBAH ANOR,367377.0,19040,ID
KOMATSU,PC200,8M0,C20051,2019-01-10T01:32:31+07:00,-2.8408,105.013599,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20050,2019-01-10T01:01:00+07:00,-3.690066,115.644233,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,TATA BUANA KARYA,316638.0,28814,ID
KOMATSU,PC200,8M0,C20049,2018-12-25T01:14:30+07:00,-3.192899,114.752032,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20048,2019-01-09T01:01:31+07:00,2.798666,117.530433,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BENTENG MAS PERKASA JAYA,333078.0,27276,ID
KOMATSU,PC200,8M0,C20047,2018-12-25T01:19:30+07:00,-3.192899,114.7519,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20046,2019-01-10T01:56:31+07:00,-3.188599,114.754366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20045,2019-01-10T01:00:31+07:00,-3.188932,114.753932,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20044,2018-11-09T01:00:00+07:00,-3.220933,114.782666,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20043,2019-01-09T01:00:00+07:00,-3.402233,114.814966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20042,2019-01-10T01:35:31+07:00,-3.3665,114.806166,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20040,2019-01-10T01:02:00+07:00,-4.021833,102.683832,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,METATANI PALMA ABADI,485163.0,37443,ID
KOMATSU,PC200,8M0,C20039,2019-01-10T01:45:31+07:00,-5.443166,105.3183,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SARANA MITRA BETON,484819.0,37889,ID
KOMATSU,PC200,8M0,C20038,2019-01-10T01:02:00+07:00,-3.8233,103.786699,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,UTAMA TRAKTOR,331017.0,29843,ID
KOMATSU,PC200,8M0,C20037,2019-01-10T01:06:31+07:00,0.848766,116.616233,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,GEMILANG UTAMA NUSANTARA,327518.0,29606,ID
KOMATSU,PC200,8M0,C20036,2019-01-10T01:09:31+07:00,2.973966,98.538433,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SIMTA,485299.0,37773,ID
KOMATSU,PC200,8M0,C20035,2019-01-10T01:15:31+07:00,0.751667,116.4784,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,GEMILANG UTAMA NUSANTARA,327518.0,29606,ID
KOMATSU,PC200,8M0,C20031,2019-01-10T01:03:00+07:00,-2.9095,104.535333,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,TONI KURNIAWAN,484381.0,37559,ID
KOMATSU,PC200,8M0,C20030,2019-01-10T01:23:31+07:00,-3.422133,114.841266,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,YOURDANIA,487479.0,38166,ID
KOMATSU,PC200,8M0,C20028,2019-01-10T01:03:00+07:00,-0.475333,115.344433,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,YUSINDO CITRA KATULISTIW,486881.0,37803,ID
KOMATSU,PC200,8M0,C20020,2019-01-10T01:33:00+07:00,-3.188866,114.754,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20019,2019-01-10T01:07:31+07:00,0.384466,115.527433,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,IKA WAHYUDA JEFRI,434817.0,33966,ID
KOMATSU,PC200,8M0,C20016,2019-01-10T01:03:00+07:00,-1.320866,116.517133,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,LABANGKA MITRA SEJATI,484379.0,37187,ID
KOMATSU,PC200,8M0,C20015,2019-01-10T02:37:31+08:00,0.419766,115.403966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MEGA BUANA TEKNIK,313135.0,27600,ID
KOMATSU,PC200,8M0,C20014,2019-01-10T02:06:31+08:00,0.303599,115.360833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MEGA BUANA TEKNIK,313135.0,27600,ID
KOMATSU,PC200,8M0,C20013,2019-01-10T02:10:31+08:00,0.260999,115.373266,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MEGA BUANA TEKNIK,313135.0,27600,ID
KOMATSU,PC200,8M0,C20012,2018-12-14T02:03:00+08:00,0.310366,115.3959,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MEGA BUANA TEKNIK,313135.0,27600,ID
KOMATSU,PC200,8M0,C20011,2019-01-07T01:34:31+07:00,-3.229133,114.763866,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20010,2018-12-28T01:56:30+07:00,-3.194933,114.784966,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20009,2019-01-10T01:41:31+07:00,-3.220966,114.774532,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20007,2019-01-10T01:08:31+07:00,0.901432,122.974099,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,INTISEJAHTERA LESTARI,338537.0,11175,ID
KOMATSU,PC200,8M0,C20006,2019-01-10T01:04:00+07:00,-0.865599,116.001733,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KAPUAS JAYA BERSAMA,454439.0,36219,ID
KOMATSU,PC200,8M0,C20005,2019-01-10T01:11:31+07:00,0.075467,100.739733,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,ANDALAS TERANG NUSANTARA,300695.0,11616,ID
KOMATSU,PC200,8M0,C20004,2019-01-10T01:44:31+07:00,-0.899799,113.502367,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MUTIARA ABADI,343298.0,35498,ID
KOMATSU,PC200,8M0,C20003,2019-01-10T01:06:31+07:00,-1.519099,103.669933,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,PELITA WIRA SEJAHTERA,313719.0,25599,ID
KOMATSU,PC200,8M0,C20001,2019-01-10T01:42:31+07:00,-3.3664,114.806599,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C20000,2019-01-10T01:07:31+07:00,-3.188966,114.753932,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19999,2019-01-10T01:41:31+07:00,-3.180399,114.757333,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19998,2019-01-10T01:37:31+07:00,-3.182,114.752032,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19997,2019-01-10T01:37:00+07:00,-3.366266,114.804266,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19996,2019-01-10T01:12:31+07:00,-3.188766,114.754099,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19995,2019-01-10T01:23:31+07:00,-3.188666,114.754299,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19994,2019-01-10T01:09:31+07:00,-3.402199,114.814899,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19992,2019-01-10T01:00:00+07:00,-3.188633,114.754333,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19991,2019-01-10T01:37:00+07:00,-3.280132,114.758232,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19990,2019-01-10T01:51:31+07:00,-3.188699,114.754299,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19989,2019-01-10T01:42:31+07:00,-8.715266,116.988066,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BRANTAS ABIPRAYA (PERSER,486620.0,10046,ID
KOMATSU,PC200,8M0,C19988,2019-01-10T01:41:00+07:00,-8.710066,116.978733,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BRANTAS ABIPRAYA (PERSER,486620.0,10046,ID
KOMATSU,PC200,8M0,C19987,2019-01-10T01:42:00+07:00,-2.467299,105.210999,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19986,2019-01-10T01:43:00+07:00,-2.684199,104.789133,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19985,2019-01-10T01:42:31+07:00,-0.394733,104.537833,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19984,2019-01-10T01:48:31+07:00,-0.386266,104.534666,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19983,2019-01-10T01:43:00+07:00,-5.553333,105.661266,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19982,2019-01-10T01:12:31+07:00,-7.230233,112.706133,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUMBER REJEKI TRANSJAYA,301778.0,11882,ID
KOMATSU,PC200,8M0,C19981,2019-01-10T01:15:31+07:00,-3.171266,114.746566,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19980,2019-01-10T01:10:31+07:00,-3.366966,114.806667,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19974,2019-01-10T01:56:31+07:00,-3.452566,114.789666,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19973,2019-01-10T01:09:00+07:00,-7.811833,110.898366,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,CAHAYA INDAH MADYA PRATA,475265.0,37424,ID
KOMATSU,PC200,8M0,C19972,2019-01-10T01:28:31+07:00,-2.836733,120.311933,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19971,2019-01-10T02:17:31+08:00,-1.384433,119.385467,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SARANA CIPTA MANDIRI,305202.0,25919,ID
KOMATSU,PC200,8M0,C19966,2019-01-10T01:18:31+07:00,-2.496199,102.875533,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BUMI MEKAR TANI,452759.0,35885,ID
KOMATSU,PC200,8M0,C19965,2019-01-10T01:51:31+07:00,-6.934433,109.569566,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SUMBER MITRA JAYA,301774.0,10210,ID
KOMATSU,PC200,8M0,C19964,2019-01-10T01:49:31+07:00,-8.715,116.987,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BRANTAS ABIPRAYA,310052.0,14778,ID
KOMATSU,PC200,8M0,C19963,2019-01-10T01:21:25+07:00,-3.188466,114.7545,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19953,2019-01-10T01:12:27+07:00,-7.579633,110.205666,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BENDAHARA PENGELUARAN BA,482861.0,37581,ID
KOMATSU,PC200,8M0,C19952,2019-01-10T01:14:32+07:00,-3.741432,115.645066,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,SEMESTA TRANSPORTASI LIMBAH,484000.0,35022,ID
KOMATSU,PC200,8M0,C19951,2019-01-10T01:55:31+07:00,-6.952199,110.407367,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BENDAHARA PENGELUARAN DI,403118.0,36973,ID
KOMATSU,PC200,8M0,C19950,2019-01-10T01:53:32+07:00,1.054666,102.117632,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,LINTAS EQUATOR,452940.0,25652,ID
KOMATSU,PC200,8M0,C19949,2019-01-10T01:51:29+07:00,-3.188733,114.754233,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19948,2019-01-10T01:20:32+07:00,-7.446266,110.5271,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,MULTIBRATA ANUGERAH UTAM,360521.0,10867,ID
KOMATSU,PC200,8M0,C19947,2019-01-10T01:34:31+07:00,-3.4025,114.8146,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,KEMENTRIAN PERTANIAN BENDAHARA,446934.0,35173,ID
KOMATSU,PC200,8M0,C19946,2019-01-10T01:19:31+07:00,-7.011432,107.858099,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,CIKAL BUANA PERSADA,482420.0,37749,ID
KOMATSU,PC200,8M0,C19922,2019-01-10T01:12:16+07:00,-3.933733,102.607233,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BARA INDAH LESTARI,480064.0,18408,ID
KOMATSU,PC200,8M0,C19915,2019-01-10T01:25:32+07:00,-3.767333,102.516233,Cr Indonesia 7,W0024,7.0,PTUT,PTUT,ID,BARA INDAH LESTARI,480064.0,18408,ID
