manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,abnormality_code,abnormality_name,local_datetime,abnormality_smr,abnomrmality_onmonitor,abnormality_onmonitor_id,abnormality_action_level,abnormality_type,abnormality_type_id
KOMATSU,PC300,8M0,J40060,2019-01-10T02:37:42+08:00,-3.207032,115.0407,DAZQKR,AIR CONTROLLER CAN COMMUNICATION 2 + COMMUNICATION ERROR (COMPO LINE),2019-01-09T05:51:36+07:00,398537.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40049,2019-01-10T01:19:00+07:00,0.087799,117.349766,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T07:24:47+07:00,741979.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40048,2019-01-10T01:10:03+07:00,-0.063433,117.295333,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T16:08:32+07:00,592027.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40040,2019-01-10T02:40:00+08:00,-3.552166,115.639167,CA559,RAIL PRESS LOW ERROR,2019-01-09T21:51:47+07:00,717192.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40040,2019-01-10T02:40:00+08:00,-3.552166,115.639167,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T23:59:39+07:00,717248.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40040,2019-01-10T02:40:00+08:00,-3.552166,115.639167,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T00:01:15+07:00,716162.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40039,2019-01-09T02:14:00+08:00,-0.7019,116.929,D19JKZ,PERSONAL CODE RELAY + OPEN CIRCUT OR SHORT CIRCUIT,2019-01-09T20:27:33+07:00,848652.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40039,2019-01-09T02:14:00+08:00,-0.7019,116.929,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T08:16:31+07:00,848060.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40039,2019-01-09T02:14:00+08:00,-0.7019,116.929,CA272,IMV/PCV1 OPEN ERROR,2019-01-09T21:53:29+07:00,848652.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40039,2019-01-09T02:14:00+08:00,-0.7019,116.929,CA153,CHG AIR TEMP SENSOR HIGH ERROR,2019-01-09T21:52:43+07:00,848652.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40039,2019-01-09T02:14:00+08:00,-0.7019,116.929,CA123,CHG AIR PRESS SENSOR LOW ERROR,2019-01-09T21:52:39+07:00,848652.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40039,2019-01-09T02:14:00+08:00,-0.7019,116.929,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T05:32:15+07:00,847940.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40034,2019-01-10T02:20:00+08:00,-6.8789,111.920166,DHA4KA,AIR CLEANER CLOGGING SENSOR(1) + OPEN CIRCUIT,2019-01-09T18:23:23+07:00,550985.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40034,2019-01-10T02:20:00+08:00,-6.8789,111.920166,CA429,WATER IN FUEL SENSOR LOW ERROR,2019-01-09T18:23:26+07:00,550985.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40034,2019-01-10T02:20:00+08:00,-6.8789,111.920166,CA429,WATER IN FUEL SENSOR LOW ERROR,2019-01-09T06:55:57+07:00,550362.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40034,2019-01-10T02:20:00+08:00,-6.8789,111.920166,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T22:31:01+07:00,551215.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40034,2019-01-10T02:20:00+08:00,-6.8789,111.920166,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T07:53:49+07:00,550420.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40033,2019-01-10T01:16:17+07:00,-0.424133,117.274033,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T09:28:43+07:00,703833.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40033,2019-01-10T01:16:17+07:00,-0.424133,117.274033,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T09:28:41+07:00,703833.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40030,2019-01-10T01:12:22+07:00,-1.114833,114.479699,DWJ0KA,PUMP MERGER-DIVIDER SOLENOID VALVE + OPEN CIRCUIT,2019-01-09T13:26:18+07:00,1433871.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40030,2019-01-10T01:12:22+07:00,-1.114833,114.479699,DAZQKR,AIR CONTROLLER CAN COMMUNICATION 2 + COMMUNICATION ERROR (COMPO LINE),2019-01-09T07:54:38+07:00,1433859.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40028,2019-01-10T01:07:00+07:00,-1.109167,115.114199,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T00:54:45+07:00,883175.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40026,2019-01-10T01:18:20+07:00,-0.373499,117.207766,CA559,RAIL PRESS LOW ERROR,2019-01-09T20:38:49+07:00,394721.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,DHA4KA,AIR CLEANER CLOGGING SENSOR(1) + OPEN CIRCUIT,2019-01-09T00:06:18+07:00,618257.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T00:06:21+07:00,618257.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,CA2555,GRID HTR RELAY VOLT LOW ERROR,2019-01-09T00:13:19+07:00,618263.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,CA132,THROTTLE SENSOR LOW ERROR,2019-01-09T09:30:05+07:00,618678.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,B@BCZK,COOLANT + DECREASE IN QUANTITY,2019-01-09T00:06:47+07:00,618257.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T10:46:28+07:00,618750.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,AB00KE,ALTERNATOR + DEFECTIVE CHARGING,2019-01-09T00:07:37+07:00,618258.0,Yes,1.0,L03,Mechanical,1.0
KOMATSU,PC300,8M0,J40025,2019-01-10T01:42:00+07:00,-3.116667,115.196533,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T00:07:07+07:00,618257.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DXA8KA,PC-EPC(F) SOLENOIDE VALVE + OPEN CIRCUIT,2019-01-09T10:01:06+07:00,851319.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DV20KB,BACK-UP ALARM BUZZER + SHORT CIRCUIT,2019-01-09T08:33:45+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHSDMA,BUCKET DUMP PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:24+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHSCMA,ARM DUMP PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:36+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHSBMA,SWING LEFT PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:36+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHSAMA,SWING RIGHT PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:16+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHS9MA,BOOM DOWN PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:23+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHS8MA,BOOM UP PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:08+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHS4MA,BUCKET CURL PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:13+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHS3MA,ARM IN PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:55:08+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHPBMA,REAR PUMP OIL PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T08:54:46+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DHPAMA,FRONT PUMP OIL PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T11:18:18+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DAZQKR,AIR CONTROLLER CAN COMMUNICATION 2 + COMMUNICATION ERROR (COMPO LINE),2019-01-09T16:19:35+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,DAFQKR,MONITOR CNTRLR CAN COMMUNICATON 2 + COMMUNICATION ERROR (COMPO LINE),2019-01-09T08:31:58+07:00,851319.0,No,0.0,L00,Electrical,0.0
KOMATSU,PC300,8M0,J40024,2019-01-10T01:40:21+07:00,-6.306599,106.9919,CA145,COOLANT TEMP SENS LOW ERROR,2019-01-09T08:32:01+07:00,851319.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40022,2019-01-10T02:17:00+08:00,0.153333,117.3608,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T10:41:05+07:00,1350318.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40015,2019-01-10T02:38:28+08:00,-3.151566,115.269466,CA428,WATER IN FUEL SENSOR HIGH ERROR,2019-01-09T06:33:21+07:00,895186.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40011,2019-01-10T01:17:31+07:00,-2.366766,110.145299,DWK2KA,2STAGE BACK PRESSURE SOLENOID VALVE + OPEN CIRCUIT,2019-01-09T08:59:12+07:00,471835.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40001,2019-01-10T01:35:00+07:00,-3.812866,115.284867,CA559,RAIL PRESS LOW ERROR,2019-01-09T09:28:32+07:00,632329.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,J40001,2019-01-10T01:35:00+07:00,-3.812866,115.284867,CA272,IMV/PCV1 OPEN ERROR,2019-01-09T09:28:21+07:00,632329.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40001,2019-01-10T01:35:00+07:00,-3.812866,115.284867,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T09:57:03+07:00,632334.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,J40001,2019-01-10T01:35:00+07:00,-3.812866,115.284867,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T09:51:00+07:00,632332.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,J40001,2019-01-10T01:35:00+07:00,-3.812866,115.284867,879GKX,REFRIGERANT + INPUT SIGNAL OUT OF SCOPE,2019-01-09T12:21:50+07:00,632404.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90812,2019-01-10T01:06:23+07:00,-1.5139,127.434966,CA559,RAIL PRESS LOW ERROR,2019-01-09T02:39:10+07:00,87142.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90805,2019-01-10T01:15:24+07:00,0.003966,114.377466,CA559,RAIL PRESS LOW ERROR,2019-01-09T09:25:00+07:00,35479.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90805,2019-01-10T01:15:24+07:00,0.003966,114.377466,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T14:51:10+07:00,35672.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90797,2019-01-10T01:18:00+07:00,0.805599,117.528699,CA559,RAIL PRESS LOW ERROR,2019-01-09T12:18:57+07:00,34591.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90784,2019-01-10T01:44:25+07:00,0.7876,117.522933,CA559,RAIL PRESS LOW ERROR,2019-01-09T02:29:13+07:00,72366.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90784,2019-01-10T01:44:25+07:00,0.7876,117.522933,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T22:38:40+07:00,72638.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90752,2019-01-10T01:47:27+07:00,-3.4689,115.581866,CA559,RAIL PRESS LOW ERROR,2019-01-09T01:33:47+07:00,107543.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90745,2019-01-10T01:11:00+07:00,-3.799433,115.360666,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T13:10:38+07:00,217505.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90741,2019-01-10T01:12:00+07:00,-3.081699,115.228066,DHA4KA,AIR CLEANER CLOGGING SENSOR(1) + OPEN CIRCUIT,2019-01-09T12:33:56+07:00,126222.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90741,2019-01-10T01:12:00+07:00,-3.081699,115.228066,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T23:50:33+07:00,126320.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90741,2019-01-10T01:12:00+07:00,-3.081699,115.228066,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T12:16:58+07:00,126205.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90731,2019-01-10T02:43:00+08:00,-3.213733,115.027367,CA559,RAIL PRESS LOW ERROR,2019-01-09T07:04:01+07:00,165123.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90723,2019-01-10T01:14:28+07:00,-3.2058,115.037899,DHA4KA,AIR CLEANER CLOGGING SENSOR(1) + OPEN CIRCUIT,2019-01-09T15:15:32+07:00,157413.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90723,2019-01-10T01:14:28+07:00,-3.2058,115.037899,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T00:01:04+07:00,156810.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90707,2019-01-10T01:51:29+07:00,-3.030333,115.269167,DHA4KA,AIR CLEANER CLOGGING SENSOR(1) + OPEN CIRCUIT,2019-01-09T08:32:32+07:00,54503.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90659,2019-01-10T01:37:00+07:00,-2.1994,110.781766,DW45KA,SWING BRAKE SOLENOID VALVE + OPEN CIRCUIT,2019-01-09T23:24:13+07:00,414124.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA559,RAIL PRESS LOW ERROR,2019-01-09T22:24:20+07:00,314202.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA559,RAIL PRESS LOW ERROR,2019-01-09T06:33:23+07:00,313501.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA272,IMV/PCV1 OPEN ERROR,2019-01-09T18:23:03+07:00,313961.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA272,IMV/PCV1 OPEN ERROR,2019-01-09T06:30:06+07:00,313500.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA2265,FUEL FEED PUMP OPEN ERROR,2019-01-09T18:23:05+07:00,313961.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA2265,FUEL FEED PUMP OPEN ERROR,2019-01-09T06:30:06+07:00,313500.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T18:23:37+07:00,313962.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90641,2019-01-10T01:03:00+07:00,-3.216699,115.021699,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T06:33:44+07:00,313501.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90638,2019-01-10T01:07:34+07:00,-3.2059,115.038099,DHA4KA,AIR CLEANER CLOGGING SENSOR(1) + OPEN CIRCUIT,2019-01-09T17:05:40+07:00,277240.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90626,2019-01-10T03:23:12+07:00,-3.077133,115.227899,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T18:42:17+07:00,210977.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90626,2019-01-10T03:23:12+07:00,-3.077133,115.227899,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T05:35:05+07:00,210568.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90604,2019-01-10T01:46:36+07:00,-3.030467,115.269,CA559,RAIL PRESS LOW ERROR,2019-01-09T21:24:11+07:00,236609.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90604,2019-01-10T01:46:36+07:00,-3.030467,115.269,CA559,RAIL PRESS LOW ERROR,2019-01-09T10:30:31+07:00,236475.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90604,2019-01-10T01:46:36+07:00,-3.030467,115.269,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T21:25:07+07:00,236610.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90604,2019-01-10T01:46:36+07:00,-3.030467,115.269,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T10:40:19+07:00,236484.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90604,2019-01-10T01:46:36+07:00,-3.030467,115.269,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T10:33:31+07:00,236478.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90587,2019-01-10T01:22:00+07:00,-0.980366,114.3496,CA559,RAIL PRESS LOW ERROR,2019-01-09T06:48:27+07:00,419713.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90586,2019-01-10T01:28:37+07:00,-0.938333,117.0558,CA559,RAIL PRESS LOW ERROR,2019-01-09T12:06:11+07:00,200501.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90574,2019-01-10T01:07:00+07:00,0.602299,117.380066,DV20KB,BACK-UP ALARM BUZZER + SHORT CIRCUIT,2019-01-09T06:30:36+07:00,336618.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90572,2019-01-10T01:10:00+07:00,-0.9327,102.684033,DHSGMA,TRAVEL PPC P.SENSOR;FORWARD RIGHT + DEFECTIVE FUNCTION,2019-01-09T23:10:33+07:00,418976.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90572,2019-01-10T01:10:00+07:00,-0.9327,102.684033,DHSFMA,TRAVEL PPC P.SENSOR;FORWARD LEFT + DEFECTIVE FUNCTION,2019-01-09T09:37:30+07:00,418598.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90572,2019-01-10T01:10:00+07:00,-0.9327,102.684033,DHS3MA,ARM IN PPC PRESSURE SENSOR + DEFECTIVE FUNCTION,2019-01-09T23:10:19+07:00,418976.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90572,2019-01-10T01:10:00+07:00,-0.9327,102.684033,CA689,ENG NE SPEED SENSOR ERROR,2019-01-09T23:06:06+07:00,418972.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90572,2019-01-10T01:10:00+07:00,-0.9327,102.684033,CA689,ENG NE SPEED SENSOR ERROR,2019-01-09T01:01:59+07:00,418268.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90556,2019-01-10T01:25:38+07:00,-2.905633,122.014733,CA559,RAIL PRESS LOW ERROR,2019-01-09T10:43:23+07:00,230797.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90549,2019-01-10T01:16:38+07:00,-3.643033,135.452967,879FMC,AIR MIX DAMPER + MALFUNCTION,2019-01-09T04:33:15+07:00,203044.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90545,2019-01-10T01:33:39+07:00,-3.764833,115.329699,B@BCNS,COOLANT + OVERHEAT,2019-01-09T15:21:17+07:00,246351.0,Yes,1.0,L02,Mechanical,1.0
KOMATSU,PC300,8M0,C90545,2019-01-10T01:33:39+07:00,-3.764833,115.329699,AB00KE,ALTERNATOR + DEFECTIVE CHARGING,2019-01-09T15:20:27+07:00,246350.0,Yes,1.0,L03,Mechanical,1.0
KOMATSU,PC300,8M0,C90530,2019-01-10T02:26:00+08:00,-0.193433,117.157967,AA10NX,AIR CLEANER ELEMENT + CLOGGING,2019-01-09T21:05:24+07:00,568043.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90528,2019-01-10T01:27:00+07:00,-3.792,115.365499,DWK0KA,2-STAGE RELIEF SOLENOID VALVE + OPEN CIRCUIT,2019-01-09T10:37:41+07:00,544162.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90528,2019-01-10T01:27:00+07:00,-3.792,115.365499,DW43KA,TRAVEL SPEED SOLENOID VALVE + OPEN CIRCUIT,2019-01-09T10:34:06+07:00,544159.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90523,2019-01-10T02:34:00+08:00,-2.9332,115.239333,DR31KX,F-O-V AUX CAMERA3 IMAGE REVERSE I/P + INPUT SIGNAL OUT OF SCOPE,2019-01-09T14:03:56+07:00,481375.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90523,2019-01-10T02:34:00+08:00,-2.9332,115.239333,DR21KX,F-O-V AUX CAMERA2 IMAGE REVERSE I/P + INPUT SIGNAL OUT OF SCOPE,2019-01-09T14:03:46+07:00,481375.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90521,2019-01-10T02:33:00+08:00,1.021766,117.638733,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T13:25:50+07:00,551800.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90517,2019-01-10T01:36:00+07:00,-1.058699,114.6738,B@BCZK,COOLANT + DECREASE IN QUANTITY,2019-01-09T04:23:26+07:00,520094.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90517,2019-01-10T01:36:00+07:00,-1.058699,114.6738,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T04:22:56+07:00,520094.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90500,2019-01-10T02:15:00+08:00,0.559066,117.371766,CA559,RAIL PRESS LOW ERROR,2019-01-09T09:29:18+07:00,258701.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90500,2019-01-10T02:15:00+08:00,0.559066,117.371766,CA2249,RAIL PRESS VERY LOW ERROR,2019-01-09T09:54:35+07:00,258727.0,Yes,1.0,L03,Electrical,0.0
KOMATSU,PC300,8M0,C90499,2019-01-10T02:14:00+08:00,2.0877,117.464033,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T04:06:58+07:00,545293.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90479,2019-01-10T01:41:00+07:00,-2.922166,115.233832,879EMC,VENTILATION DAMPER + MALFUNCTION,2019-01-09T00:01:53+07:00,622739.0,Yes,1.0,L01,Electrical,0.0
KOMATSU,PC300,8M0,C90479,2019-01-10T01:41:00+07:00,-2.922166,115.233832,879CKA,VENTILATING SENSOR + OPEN CIRCUIT,2019-01-09T00:01:43+07:00,622739.0,No,0.0,L00,Electrical,0.0
KOMATSU,PC300,8M0,C90478,2019-01-10T02:41:00+08:00,-0.151599,117.1658,B@BAZK,ENGINE OIL + DECREASE IN QUANTITY,2019-01-09T17:34:05+07:00,630450.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90476,2019-01-10T02:49:41+08:00,-2.2157,115.494167,B@BCZK,COOLANT + DECREASE IN QUANTITY,2019-01-09T23:35:22+07:00,544812.0,Yes,1.0,L01,Mechanical,1.0
KOMATSU,PC300,8M0,C90476,2019-01-10T02:49:41+08:00,-2.2157,115.494167,B@BCNS,COOLANT + OVERHEAT,2019-01-09T22:26:52+07:00,544809.0,Yes,1.0,L02,Mechanical,1.0
KOMATSU,PC300,8M0,C90464,2019-01-10T01:05:41+07:00,-0.9813,114.3546,CA559,RAIL PRESS LOW ERROR,2019-01-09T18:19:50+07:00,628771.0,Yes,1.0,L01,Electrical,0.0
