manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_origin,gps_datum,gps_latitude,gps_longitude
KOMATSU,PC200,8M0,C22664,2019-01-10T04:13:39+07:00,measure,WGS84,-4.593266,119.5957
KOMATSU,PC200,8M0,C22663,2019-01-10T03:40:04+07:00,measure,WGS84,-4.251233,119.620399
KOMATSU,PC200,8M0,C22662,2019-01-10T03:35:13+07:00,measure,WGS84,-4.493333,119.602
KOMATSU,PC200,8M0,C22661,2019-01-09T01:55:21+07:00,measure,WGS84,-5.097266,119.478633
KOMATSU,PC200,8M0,C22660,2019-01-09T01:53:21+07:00,measure,WGS84,-5.097233,119.478466
KOMATSU,PC200,8M0,C22659,2019-01-10T04:15:18+07:00,measure,WGS84,-4.593066,119.5958
KOMATSU,PC200,8M0,C22658,2019-01-10T02:31:21+07:00,measure,WGS84,-4.4932,119.602032
KOMATSU,PC200,8M0,C22657,2019-01-10T03:04:21+07:00,measure,WGS84,-4.493133,119.602066
KOMATSU,PC200,8M0,C22656,2019-01-10T01:54:21+07:00,measure,WGS84,-2.849833,122.158733
KOMATSU,PC200,8M0,C22655,2019-01-10T01:00:00+07:00,measure,WGS84,-2.850266,122.158699
KOMATSU,PC200,8M0,C22652,2019-01-10T01:58:21+07:00,measure,WGS84,-2.850266,122.158733
KOMATSU,PC200,8M0,C22651,2019-01-10T01:53:21+07:00,measure,WGS84,-2.849933,122.158766
KOMATSU,PC200,8M0,C22650,2019-01-09T01:22:21+07:00,measure,WGS84,-0.8796,134.046566
KOMATSU,PC200,8M0,C22649,2019-01-09T01:04:21+07:00,measure,WGS84,-3.697899,128.184199
KOMATSU,PC200,8M0,C22648,2019-01-10T01:37:21+07:00,measure,WGS84,-0.911766,131.3296
KOMATSU,PC200,8M0,C22647,2019-01-10T01:55:21+07:00,measure,WGS84,-0.911866,131.329566
KOMATSU,PC200,8M0,C22646,2019-01-10T01:20:21+07:00,measure,WGS84,-0.911799,131.329532
KOMATSU,PC200,8M0,C22645,2019-01-10T01:55:21+07:00,measure,WGS84,-0.911933,131.329466
KOMATSU,PC200,8M0,C22644,2019-01-10T01:36:21+07:00,measure,WGS84,-0.911699,131.329433
KOMATSU,PC200,8M0,C22643,2019-01-09T01:00:21+07:00,measure,WGS84,-6.154299,106.934066
KOMATSU,PC200,8M0,C22642,2019-01-08T01:54:21+07:00,measure,WGS84,-6.154366,106.934133
KOMATSU,PC200,8M0,C22641,2019-01-10T01:29:21+07:00,measure,WGS84,-6.154266,106.934033
KOMATSU,PC200,8M0,C22640,2019-01-10T01:03:21+07:00,measure,WGS84,-6.154167,106.933966
KOMATSU,PC200,8M0,C22639,2019-01-09T01:31:22+07:00,measure,WGS84,-6.154867,106.936466
KOMATSU,PC200,8M0,C22638,2018-12-26T01:07:20+07:00,measure,WGS84,-1.234666,116.945033
KOMATSU,PC200,8M0,C22637,2019-01-10T01:42:21+07:00,measure,WGS84,-6.154633,106.936799
KOMATSU,PC200,8M0,C22636,2019-01-10T01:56:21+07:00,measure,WGS84,-0.9119,131.329699
KOMATSU,PC200,8M0,C22635,2019-01-09T01:54:22+07:00,measure,WGS84,-6.154066,106.934466
KOMATSU,PC200,8M0,C22634,2019-01-10T01:08:22+07:00,measure,WGS84,-6.154,106.934066
KOMATSU,PC200,8M0,C22633,2019-01-10T01:26:22+07:00,measure,WGS84,-6.154266,106.934366
KOMATSU,PC200,8M0,C22632,2019-01-10T01:00:22+07:00,measure,WGS84,-6.154366,106.934299
KOMATSU,PC200,8M0,C22631,2019-01-10T01:40:22+07:00,measure,WGS84,-6.154167,106.934299
KOMATSU,PC200,8M0,C22630,2019-01-10T01:21:22+07:00,measure,WGS84,-6.154233,106.936667
KOMATSU,PC200,8M0,C22629,2019-01-10T01:32:22+07:00,measure,WGS84,-6.153932,106.9364
KOMATSU,PC200,8M0,C22628,2019-01-10T01:49:22+07:00,measure,WGS84,-6.154333,106.9365
KOMATSU,PC200,8M0,C22627,2019-01-10T01:56:22+07:00,measure,WGS84,-6.154233,106.934666
KOMATSU,PC200,8M0,C22626,2019-01-10T01:14:22+07:00,measure,WGS84,-6.154433,106.936466
KOMATSU,PC200,8M0,C22625,2019-01-10T01:52:22+07:00,measure,WGS84,-6.154333,106.934099
KOMATSU,PC200,8M0,C22624,2019-01-10T01:23:22+07:00,measure,WGS84,-6.154099,106.936566
KOMATSU,PC200,8M0,C22623,2019-01-10T01:24:22+07:00,measure,WGS84,-6.154466,106.934532
KOMATSU,PC200,8M0,C22622,2019-01-10T01:21:22+07:00,measure,WGS84,-6.154333,106.934099
KOMATSU,PC200,8M0,C22621,2019-01-09T01:57:22+07:00,measure,WGS84,-6.153832,106.9364
KOMATSU,PC200,8M0,C22620,2019-01-10T01:29:22+07:00,measure,WGS84,-6.154366,106.934233
KOMATSU,PC200,8M0,C22619,2019-01-10T01:00:00+07:00,measure,WGS84,-6.154233,106.934133
KOMATSU,PC200,8M0,C22618,2019-01-09T01:00:22+07:00,measure,WGS84,-6.154,106.9364
KOMATSU,PC200,8M0,C22617,2019-01-10T01:08:22+07:00,measure,WGS84,-6.154233,106.936432
KOMATSU,PC200,8M0,C22615,2019-01-10T01:52:22+07:00,measure,WGS84,-6.153832,106.9364
KOMATSU,PC200,8M0,C22614,2019-01-09T01:42:22+07:00,measure,WGS84,-6.154,106.934466
KOMATSU,PC200,8M0,C22613,2019-01-10T01:03:22+07:00,measure,WGS84,-6.154299,106.933966
KOMATSU,PC200,8M0,C22612,2019-01-10T01:26:22+07:00,measure,WGS84,-6.154099,106.934433
KOMATSU,PC200,8M0,C22611,2019-01-10T01:00:00+07:00,measure,WGS84,-6.154333,106.9365
KOMATSU,PC200,8M0,C22610,2019-01-10T01:54:22+07:00,measure,WGS84,-6.154266,106.934099
KOMATSU,PC200,8M0,C22609,2019-01-10T01:49:22+07:00,measure,WGS84,-6.154299,106.936833
KOMATSU,PC200,8M0,C22608,2019-01-10T01:24:22+07:00,measure,WGS84,-6.154633,106.936633
KOMATSU,PC200,8M0,C22607,2019-01-09T01:49:22+07:00,measure,WGS84,-6.1544,106.936599
KOMATSU,PC200,8M0,C22606,2019-01-10T01:52:22+07:00,measure,WGS84,-6.154333,106.936599
KOMATSU,PC200,8M0,C22598,2019-01-10T01:57:22+07:00,measure,WGS84,-6.154167,106.936466
KOMATSU,PC200,8M0,C22597,2019-01-10T01:56:22+07:00,measure,WGS84,-6.154299,106.9364
KOMATSU,PC200,8M0,C22596,2019-01-10T01:41:22+07:00,measure,WGS84,-6.153966,106.936533
KOMATSU,PC200,8M0,C22595,2019-01-09T01:28:22+07:00,measure,WGS84,-6.154133,106.9364
KOMATSU,PC200,8M0,C22594,2019-01-10T01:30:22+07:00,measure,WGS84,-6.154299,106.934333
KOMATSU,PC200,8M0,C22593,2019-01-10T01:24:22+07:00,measure,WGS84,-6.154033,106.934199
KOMATSU,PC200,8M0,C22592,2019-01-10T01:58:22+07:00,measure,WGS84,-6.154033,106.934266
KOMATSU,PC200,8M0,C22591,2019-01-10T01:34:22+07:00,measure,WGS84,-6.154133,106.934
KOMATSU,PC200,8M0,C22590,2019-01-10T01:08:22+07:00,measure,WGS84,-6.153733,106.936466
KOMATSU,PC200,8M0,C22589,2019-01-10T01:41:22+07:00,measure,WGS84,-6.154167,106.9346
KOMATSU,PC200,8M0,C22588,2019-01-08T01:02:22+07:00,measure,WGS84,-6.154266,106.9345
KOMATSU,PC200,8M0,C22587,2019-01-10T01:49:22+07:00,measure,WGS84,-6.154099,106.934433
KOMATSU,PC200,8M0,C22586,2019-01-10T01:20:22+07:00,measure,WGS84,-6.154233,106.934333
KOMATSU,PC200,8M0,C22585,2019-01-10T01:21:22+07:00,measure,WGS84,-6.154199,106.934199
KOMATSU,PC200,8M0,C22584,2019-01-10T01:49:22+07:00,measure,WGS84,-6.154167,106.934199
KOMATSU,PC200,8M0,C22583,2019-01-10T01:23:22+07:00,measure,WGS84,-6.154066,106.9344
KOMATSU,PC200,8M0,C22563,2019-01-10T01:52:22+07:00,measure,WGS84,-6.1546,106.936766
KOMATSU,PC200,8M0,C22562,2019-01-10T01:26:22+07:00,measure,WGS84,-6.154566,106.936667
KOMATSU,PC200,8M0,C22561,2019-01-10T01:44:22+07:00,measure,WGS84,-6.154366,106.936733
KOMATSU,PC200,8M0,C22560,2019-01-10T01:56:22+07:00,measure,WGS84,-6.154466,106.936833
KOMATSU,PC200,8M0,C22483,2019-01-10T01:43:22+07:00,measure,WGS84,-1.9209,121.320732
KOMATSU,PC200,8M0,C22482,2019-01-10T01:12:22+07:00,measure,WGS84,-1.861533,121.337399
KOMATSU,PC200,8M0,C22473,2019-01-10T01:08:22+07:00,measure,WGS84,-6.154167,106.934799
KOMATSU,PC200,8M0,C22452,2019-01-10T01:00:22+07:00,measure,WGS84,-6.154433,106.936667
KOMATSU,PC200,8M0,C22451,2019-01-09T01:44:22+07:00,measure,WGS84,-6.154566,106.9364
KOMATSU,PC200,8M0,C22445,2019-01-10T01:03:22+07:00,measure,WGS84,-6.154199,106.934
KOMATSU,PC200,8M0,C22444,2019-01-09T01:33:22+07:00,measure,WGS84,-6.154433,106.936667
KOMATSU,PC200,8M0,C22443,2019-01-10T01:16:22+07:00,measure,WGS84,-6.154,106.936699
KOMATSU,PC200,8M0,C22442,2019-01-10T01:54:22+07:00,measure,WGS84,-6.153733,106.936533
KOMATSU,PC200,8M0,C22441,2019-01-09T01:16:22+07:00,measure,WGS84,-6.154066,106.936733
KOMATSU,PC200,8M0,C22436,2019-01-09T01:01:22+07:00,measure,WGS84,-6.154199,106.934699
KOMATSU,PC200,8M0,C22435,2019-01-10T01:13:22+07:00,measure,WGS84,-6.154199,106.934333
KOMATSU,PC200,8M0,C22434,2019-01-10T01:12:23+07:00,measure,WGS84,-6.154266,106.934133
KOMATSU,PC200,8M0,C22433,2019-01-10T01:34:23+07:00,measure,WGS84,-6.154299,106.934266
KOMATSU,PC200,8M0,C22432,2019-01-10T01:18:22+07:00,measure,WGS84,-6.154133,106.934799
KOMATSU,PC200,8M0,C22431,2019-01-09T01:51:22+07:00,measure,WGS84,-6.154266,106.934699
KOMATSU,PC200,8M0,C22430,2019-01-10T01:34:22+07:00,measure,WGS84,-6.154299,106.934666
KOMATSU,PC200,8M0,C22429,2019-01-10T01:33:22+07:00,measure,WGS84,-6.154299,106.934566
KOMATSU,PC200,8M0,C22428,2019-01-10T01:40:22+07:00,measure,WGS84,-1.234699,116.945233
KOMATSU,PC200,8M0,C22427,2019-01-10T01:38:22+07:00,measure,WGS84,-1.234833,116.945166
KOMATSU,PC200,8M0,C22426,2019-01-10T01:11:22+07:00,measure,WGS84,-1.234766,116.945233
KOMATSU,PC200,8M0,C22423,2019-01-09T01:45:22+07:00,measure,WGS84,-6.154199,106.936766
KOMATSU,PC200,8M0,C22422,2019-01-10T01:20:22+07:00,measure,WGS84,-1.750499,102.992799
KOMATSU,PC200,8M0,C22421,2019-01-10T01:16:22+07:00,measure,WGS84,-0.805866,131.294266
KOMATSU,PC200,8M0,C22420,2019-01-10T01:24:22+07:00,measure,WGS84,-0.871432,131.310599
KOMATSU,PC200,8M0,C22416,2019-01-10T01:13:22+07:00,measure,WGS84,-1.536566,112.057199
KOMATSU,PC200,8M0,C22415,2019-01-10T01:11:22+07:00,measure,WGS84,-1.556933,127.546133
KOMATSU,PC200,8M0,C22413,2019-01-10T01:51:22+07:00,measure,WGS84,-1.234867,116.945266
KOMATSU,PC200,8M0,C22412,2019-01-10T02:11:00+08:00,measure,WGS84,-0.693066,116.940599
KOMATSU,PC200,8M0,C22411,2019-01-09T01:15:22+07:00,measure,WGS84,-6.154366,106.936799
KOMATSU,PC200,8M0,C22410,2019-01-10T01:11:22+07:00,measure,WGS84,-6.153832,106.936766
KOMATSU,PC200,8M0,C22409,2019-01-10T01:56:22+07:00,measure,WGS84,-6.153966,106.936733
KOMATSU,PC200,8M0,C22408,2019-01-10T01:12:22+07:00,measure,WGS84,-6.1539,106.936633
KOMATSU,PC200,8M0,C22407,2019-01-10T01:56:22+07:00,measure,WGS84,-6.153932,106.936833
KOMATSU,PC200,8M0,C22406,2019-01-10T01:22:22+07:00,measure,WGS84,-6.154,106.936766
KOMATSU,PC200,8M0,C22405,2019-01-10T01:10:22+07:00,measure,WGS84,-6.098832,106.911733
KOMATSU,PC200,8M0,C22404,2019-01-10T01:19:22+07:00,measure,WGS84,-9.650633,119.021133
KOMATSU,PC200,8M0,C22403,2019-01-10T01:23:22+07:00,measure,WGS84,-0.8977,119.8889
KOMATSU,PC200,8M0,C22402,2019-01-10T01:27:22+07:00,measure,WGS84,-6.154066,106.936667
KOMATSU,PC200,8M0,C22401,2019-01-10T01:26:22+07:00,measure,WGS84,-6.153832,106.936633
KOMATSU,PC200,8M0,C22400,2019-01-09T01:32:22+07:00,measure,WGS84,-6.154266,106.936766
KOMATSU,PC200,8M0,C22399,2019-01-10T01:26:23+07:00,measure,WGS84,-6.153932,106.936866
KOMATSU,PC200,8M0,C22398,2019-01-10T01:27:22+07:00,measure,WGS84,-6.153599,106.937199
KOMATSU,PC200,8M0,C22397,2019-01-10T01:56:22+07:00,measure,WGS84,-1.234633,116.945233
KOMATSU,PC200,8M0,C22396,2019-01-09T01:27:22+07:00,measure,WGS84,-1.234799,116.945166
KOMATSU,PC200,8M0,C22395,2019-01-10T01:50:22+07:00,measure,WGS84,-1.234966,116.945299
KOMATSU,PC200,8M0,C22394,2019-01-10T01:20:22+07:00,measure,WGS84,2.821667,117.429933
KOMATSU,PC200,8M0,C22393,2019-01-10T01:39:22+07:00,measure,WGS84,-6.1539,106.936699
KOMATSU,PC200,8M0,C22392,2019-01-09T01:34:22+07:00,measure,WGS84,-6.976332,110.324066
KOMATSU,PC200,8M0,C22391,2019-01-10T01:33:22+07:00,measure,WGS84,-6.154433,106.936566
KOMATSU,PC200,8M0,C22390,2019-01-10T02:19:22+08:00,measure,WGS84,0.955566,111.260499
KOMATSU,PC200,8M0,C22389,2019-01-10T01:10:22+07:00,measure,WGS84,-5.074466,119.482933
KOMATSU,PC200,8M0,C22388,2019-01-10T01:27:22+07:00,measure,WGS84,-0.922833,113.454966
KOMATSU,PC200,8M0,C22383,2019-01-10T01:20:00+07:00,measure,WGS84,1.282399,117.893133
KOMATSU,PC200,8M0,C22382,2019-01-10T01:26:23+07:00,measure,WGS84,-1.272533,103.162967
KOMATSU,PC200,8M0,C22381,2019-01-10T01:25:23+07:00,measure,WGS84,-1.675933,103.610633
KOMATSU,PC200,8M0,C22380,2019-01-10T01:21:23+07:00,measure,WGS84,-3.8408,122.475833
KOMATSU,PC200,8M0,C22379,2019-01-10T01:26:23+07:00,measure,WGS84,-1.234799,116.945467
KOMATSU,PC200,8M0,C22378,2019-01-10T01:51:23+07:00,measure,WGS84,-1.2346,116.945299
KOMATSU,PC200,8M0,C22377,2019-01-09T01:41:23+07:00,measure,WGS84,-0.532566,117.099033
KOMATSU,PC200,8M0,C22376,2019-01-09T01:14:23+07:00,measure,WGS84,-3.399933,114.6675
KOMATSU,PC200,8M0,C22375,2019-01-10T01:23:23+07:00,measure,WGS84,-3.399933,114.667533
KOMATSU,PC200,8M0,C22374,2019-01-10T01:02:23+07:00,measure,WGS84,-6.154199,106.936633
KOMATSU,PC200,8M0,C22373,2019-01-10T01:25:23+07:00,measure,WGS84,-9.098733,124.889699
KOMATSU,PC200,8M0,C22372,2019-01-10T01:21:23+07:00,measure,WGS84,-1.3621,119.380633
KOMATSU,PC200,8M0,C22371,2019-01-10T01:23:23+07:00,measure,WGS84,-7.016667,110.803832
KOMATSU,PC200,8M0,C22370,2019-01-10T01:24:23+07:00,measure,WGS84,-2.895066,121.0746
KOMATSU,PC200,8M0,C22369,2019-01-10T01:26:23+07:00,measure,WGS84,-0.871833,131.304033
KOMATSU,PC200,8M0,C22368,2019-01-10T01:25:23+07:00,measure,WGS84,-1.870066,121.342632
KOMATSU,PC200,8M0,C22367,2019-01-10T01:22:23+07:00,measure,WGS84,-1.861633,121.3375
KOMATSU,PC200,8M0,C22366,2019-01-10T01:21:00+07:00,measure,WGS84,-1.8615,121.337333
KOMATSU,PC200,8M0,C22365,2019-01-10T01:29:23+07:00,measure,WGS84,-1.8734,121.348599
KOMATSU,PC200,8M0,C22364,2019-01-10T01:21:00+07:00,measure,WGS84,-1.868533,121.342866
KOMATSU,PC200,8M0,C22363,2019-01-10T01:29:23+07:00,measure,WGS84,-1.929333,121.260366
KOMATSU,PC200,8M0,C22362,2019-01-10T01:27:23+07:00,measure,WGS84,-1.861432,121.337299
KOMATSU,PC200,8M0,C22361,2019-01-10T01:26:23+07:00,measure,WGS84,-1.9296,121.2602
KOMATSU,PC200,8M0,C22360,2019-01-09T19:54:34+07:00,measure,WGS84,-3.732533,103.722466
KOMATSU,PC200,8M0,C22359,2019-01-09T01:34:23+07:00,measure,WGS84,-7.549966,109.531866
KOMATSU,PC200,8M0,C22358,2019-01-09T01:21:23+07:00,measure,WGS84,-0.9332,113.366866
KOMATSU,PC200,8M0,C22357,2019-01-10T01:24:23+07:00,measure,WGS84,-0.940533,113.454
KOMATSU,PC200,8M0,C22356,2019-01-10T01:29:23+07:00,measure,WGS84,0.6919,111.866733
KOMATSU,PC200,8M0,C22355,2019-01-10T01:28:23+07:00,measure,WGS84,-1.865467,110.147367
KOMATSU,PC200,8M0,C22348,2019-01-04T17:07:07+07:00,measure,WGS84,-6.154133,106.936833
KOMATSU,PC200,8M0,C22347,2019-01-08T16:01:49+07:00,measure,WGS84,-0.447799,115.905499
KOMATSU,PC200,8M0,C22346,2018-12-18T14:04:33+07:00,measure,WGS84,-6.1539,106.936667
KOMATSU,PC200,8M0,C22345,2019-01-10T01:06:23+07:00,measure,WGS84,-0.5508,117.038066
KOMATSU,PC200,8M0,C22344,2019-01-10T01:49:23+07:00,measure,WGS84,-0.702433,117.236166
KOMATSU,PC200,8M0,C22343,2019-01-09T01:10:23+07:00,measure,WGS84,-0.702133,117.245333
KOMATSU,PC200,8M0,C22342,2019-01-10T01:02:00+07:00,measure,WGS84,-0.695,117.244766
KOMATSU,PC200,8M0,C22341,2019-01-10T01:05:00+07:00,measure,WGS84,-0.700033,117.243466
KOMATSU,PC200,8M0,C22340,2019-01-10T01:04:23+07:00,measure,WGS84,-3.738433,103.731866
KOMATSU,PC200,8M0,C22332,2019-01-10T01:24:00+07:00,measure,WGS84,-0.723099,119.992967
KOMATSU,PC200,8M0,C22331,2019-01-10T01:32:23+07:00,measure,WGS84,-0.328733,114.841266
KOMATSU,PC200,8M0,C22330,2019-01-08T01:21:23+07:00,measure,WGS84,-0.327066,114.844233
KOMATSU,PC200,8M0,C22329,2019-01-10T01:10:23+07:00,measure,WGS84,-0.897399,119.889099
KOMATSU,PC200,8M0,C22328,2018-12-24T11:39:16+07:00,measure,WGS84,0.262399,120.197866
KOMATSU,PC200,8M0,C22327,2019-01-10T01:24:00+07:00,measure,WGS84,-7.899333,110.06
KOMATSU,PC200,8M0,C22326,2019-01-10T01:24:23+07:00,measure,WGS84,-6.421533,106.552466
KOMATSU,PC200,8M0,C22325,2019-01-10T01:53:23+07:00,measure,WGS84,-6.154433,106.937032
KOMATSU,PC200,8M0,C22324,2019-01-10T01:22:00+07:00,measure,WGS84,-1.491667,110.067433
KOMATSU,PC200,8M0,C22323,2019-01-10T01:25:23+07:00,measure,WGS84,-1.491633,110.067266
KOMATSU,PC200,8M0,C22322,2019-01-10T01:26:23+07:00,measure,WGS84,-1.869433,110.147166
KOMATSU,PC200,8M0,C22321,2019-01-10T01:29:23+07:00,measure,WGS84,-7.5927,110.452032
KOMATSU,PC200,8M0,C22320,2018-12-31T01:56:22+07:00,measure,WGS84,-6.153932,106.936699
KOMATSU,PC200,8M0,C22319,2018-12-21T01:05:22+07:00,measure,WGS84,-6.112032,106.867533
KOMATSU,PC200,8M0,C22318,2019-01-10T01:54:23+07:00,measure,WGS84,-6.154433,106.936733
KOMATSU,PC200,8M0,C22317,2019-01-10T01:57:23+07:00,measure,WGS84,0.393499,117.513866
KOMATSU,PC200,8M0,C22316,2019-01-10T01:55:23+07:00,measure,WGS84,-6.153866,106.936699
KOMATSU,PC200,8M0,C22315,2019-01-10T01:33:23+07:00,measure,WGS84,-4.842066,119.882899
KOMATSU,PC200,8M0,C22314,2019-01-10T01:26:23+07:00,measure,WGS84,-7.894433,110.046466
KOMATSU,PC200,8M0,C22313,2019-01-10T01:27:23+07:00,measure,WGS84,-6.153966,106.9365
KOMATSU,PC200,8M0,C22312,2019-01-10T01:25:00+07:00,measure,WGS84,-0.6439,117.147466
KOMATSU,PC200,8M0,C22311,2019-01-10T02:32:23+08:00,measure,WGS84,-0.713832,117.210033
KOMATSU,PC200,8M0,C22310,2019-01-10T03:21:23+09:00,measure,WGS84,-0.774799,119.7871
KOMATSU,PC200,8M0,C22300,2019-01-10T02:27:23+08:00,measure,WGS84,-1.1913,116.9119
KOMATSU,PC200,8M0,C22299,2019-01-10T01:26:23+07:00,measure,WGS84,-0.526799,117.136599
KOMATSU,PC200,8M0,C22298,2019-01-10T01:26:00+07:00,measure,WGS84,-0.317367,117.238033
KOMATSU,PC200,8M0,C22297,2019-01-10T01:26:00+07:00,measure,WGS84,-0.520499,117.2995
KOMATSU,PC200,8M0,C22296,2019-01-08T01:24:23+07:00,measure,WGS84,-0.5269,117.136533
KOMATSU,PC200,8M0,C22295,2019-01-09T01:54:23+07:00,measure,WGS84,-0.526766,117.136599
KOMATSU,PC200,8M0,C22294,2019-01-10T01:34:23+07:00,measure,WGS84,-0.5014,117.234766
KOMATSU,PC200,8M0,C22293,2019-01-10T01:27:23+07:00,measure,WGS84,0.606566,124.226766
KOMATSU,PC200,8M0,C22292,2019-01-09T01:16:23+07:00,measure,WGS84,-5.097833,119.477666
KOMATSU,PC200,8M0,C22291,2019-01-10T01:27:23+07:00,measure,WGS84,-1.064933,132.4359
KOMATSU,PC200,8M0,C22290,2019-01-10T01:32:23+07:00,measure,WGS84,-1.318966,132.3814
KOMATSU,PC200,8M0,C22289,2019-01-10T01:34:23+07:00,measure,WGS84,0.886566,111.2158
KOMATSU,PC200,8M0,C22288,2019-01-10T01:57:23+07:00,measure,WGS84,-6.154366,106.936866
KOMATSU,PC200,8M0,C22287,2019-01-10T01:39:23+07:00,measure,WGS84,-6.154099,106.936866
KOMATSU,PC200,8M0,C22286,2019-01-10T01:33:23+07:00,measure,WGS84,0.884266,111.187866
KOMATSU,PC200,8M0,C22285,2019-01-10T01:31:23+07:00,measure,WGS84,-4.140633,122.622433
KOMATSU,PC200,8M0,C22284,2019-01-10T01:27:00+07:00,measure,WGS84,-3.5358,122.176866
KOMATSU,PC200,8M0,C22283,2019-01-10T01:27:00+07:00,measure,WGS84,-4.623866,121.925666
KOMATSU,PC200,8M0,C22282,2019-01-10T01:27:00+07:00,measure,WGS84,-4.8263,121.802433
KOMATSU,PC200,8M0,C22281,2019-01-10T01:34:23+07:00,measure,WGS84,-2.983366,122.223499
KOMATSU,PC200,8M0,C22280,2019-01-10T01:34:23+07:00,measure,WGS84,-3.400633,122.241332
KOMATSU,PC200,8M0,C22279,2019-01-07T18:28:33+07:00,measure,WGS84,-4.4784,104.439699
KOMATSU,PC200,8M0,C22278,2019-01-10T01:28:00+07:00,measure,WGS84,-8.2459,116.289133
KOMATSU,PC200,8M0,C22277,2019-01-10T01:02:23+07:00,measure,WGS84,-8.614566,116.1396
KOMATSU,PC200,8M0,C22276,2019-01-10T01:37:23+07:00,measure,WGS84,-8.6146,116.1396
KOMATSU,PC200,8M0,C22275,2019-01-10T01:23:23+07:00,measure,WGS84,-8.614699,116.139666
KOMATSU,PC200,8M0,C22274,2019-01-10T01:23:23+07:00,measure,WGS84,-8.614566,116.139433
KOMATSU,PC200,8M0,C22273,2019-01-10T01:41:23+07:00,measure,WGS84,-8.6146,116.1395
KOMATSU,PC200,8M0,C22272,2019-01-10T01:29:23+07:00,measure,WGS84,0.888832,111.197367
KOMATSU,PC200,8M0,C22271,2019-01-10T01:35:23+07:00,measure,WGS84,0.884167,111.187899
KOMATSU,PC200,8M0,C22270,2019-01-10T01:34:23+07:00,measure,WGS84,-2.318866,110.496966
KOMATSU,PC200,8M0,C22269,2019-01-08T01:26:23+07:00,measure,WGS84,-2.271166,110.876133
KOMATSU,PC200,8M0,C22255,2019-01-10T01:33:24+07:00,measure,WGS84,-8.6146,116.1394
KOMATSU,PC200,8M0,C22254,2019-01-10T01:21:23+07:00,measure,WGS84,-8.614633,116.1396
KOMATSU,PC200,8M0,C22253,2019-01-10T01:06:23+07:00,measure,WGS84,-8.614633,116.1394
KOMATSU,PC200,8M0,C22237,2019-01-10T01:28:23+07:00,measure,WGS84,-8.614532,116.1394
KOMATSU,PC200,8M0,C22236,2019-01-10T01:36:23+07:00,measure,WGS84,-7.058599,110.486933
KOMATSU,PC200,8M0,C22235,2019-01-10T01:34:23+07:00,measure,WGS84,-7.9014,110.272533
KOMATSU,PC200,8M0,C22234,2019-01-10T01:37:23+07:00,measure,WGS84,-7.952166,110.665966
KOMATSU,PC200,8M0,C22233,2019-01-08T13:01:07+07:00,measure,WGS84,2.357666,116.988232
KOMATSU,PC200,8M0,C22232,2019-01-10T01:37:23+07:00,measure,WGS84,-0.977,101.497066
KOMATSU,PC200,8M0,C22231,2019-01-09T01:40:23+07:00,measure,WGS84,2.357566,116.988333
KOMATSU,PC200,8M0,C22230,2019-01-10T01:36:23+07:00,measure,WGS84,-0.972533,101.4471
KOMATSU,PC200,8M0,C22229,2019-01-10T01:36:23+07:00,measure,WGS84,2.3575,116.9882
KOMATSU,PC200,8M0,C22228,2019-01-10T01:42:23+07:00,measure,WGS84,-3.558766,102.186166
KOMATSU,PC200,8M0,C22227,2019-01-09T01:31:23+07:00,measure,WGS84,-6.1545,106.936667
KOMATSU,PC200,8M0,C22226,2019-01-10T01:35:00+07:00,measure,WGS84,1.141466,117.8765
KOMATSU,PC200,8M0,C22225,2019-01-09T01:37:23+07:00,measure,WGS84,-1.448932,116.528866
KOMATSU,PC200,8M0,C22224,2019-01-09T01:48:23+07:00,measure,WGS84,-6.171799,106.605966
KOMATSU,PC200,8M0,C22223,2019-01-10T01:42:23+07:00,measure,WGS84,-1.432733,116.490299
KOMATSU,PC200,8M0,C22222,2019-01-09T01:46:23+07:00,measure,WGS84,-3.556733,128.428366
KOMATSU,PC200,8M0,C22221,2019-01-10T01:36:23+07:00,measure,WGS84,-7.3183,108.2
KOMATSU,PC200,8M0,C22220,2019-01-10T01:35:23+07:00,measure,WGS84,-8.4926,116.642666
KOMATSU,PC200,8M0,C22213,2019-01-10T01:38:23+07:00,measure,WGS84,-1.686799,102.880666
KOMATSU,PC200,8M0,C22212,2019-01-10T02:41:23+08:00,measure,WGS84,-1.885066,112.584766
KOMATSU,PC200,8M0,C22202,2019-01-10T02:35:00+08:00,measure,WGS84,-1.853733,112.579733
KOMATSU,PC200,8M0,C22201,2019-01-10T01:08:23+07:00,measure,WGS84,-6.154199,106.936699
KOMATSU,PC200,8M0,C22200,2019-01-09T01:54:23+07:00,measure,WGS84,-6.154433,106.937
KOMATSU,PC200,8M0,C22199,2019-01-10T01:43:23+07:00,measure,WGS84,-2.377766,110.5645
KOMATSU,PC200,8M0,C22171,2019-01-10T02:42:00+08:00,measure,WGS84,0.955866,111.267466
KOMATSU,PC200,8M0,C22170,2019-01-10T01:49:23+07:00,measure,WGS84,-2.299066,110.977367
KOMATSU,PC200,8M0,C22169,2019-01-10T01:52:23+07:00,measure,WGS84,-2.409867,110.413633
KOMATSU,PC200,8M0,C22168,2019-01-10T01:52:23+07:00,measure,WGS84,-2.2658,111.011033
KOMATSU,PC200,8M0,C22150,2019-01-10T01:48:23+07:00,measure,WGS84,-7.336366,112.757166
