manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,local_date,daily_caution_caution_name,daily_caution_caution_id
KOMATSU,WA500,6R,60219,2018-11-12T02:48:26+08:00,-1.2169,114.806332,2018-11-04,Engine coolant temperature,1.0
KOMATSU,WA500,6R,60121,2019-01-10T02:24:00+08:00,-1.057967,114.684633,2018-06-11,Brake oil temperature,19.0
KOMATSU,WA500,6R,60116,2019-01-10T02:17:00+08:00,-1.216633,114.806533,2018-11-25,Engine coolant temperature,1.0
KOMATSU,WA500,6R,60110,2019-01-10T02:10:00+08:00,-0.990433,114.3902,2018-12-12,Radiator coolant level,6.0
KOMATSU,WA480,6,92007,2019-01-10T01:09:00+07:00,-2.988466,114.785066,2018-11-05,Engine oil level,4.0
KOMATSU,WA480,6,92006,2019-01-10T02:08:00+08:00,-3.047299,115.152233,2018-12-22,Radiator coolant level,6.0
KOMATSU,WA480,6,91874,2019-01-10T02:29:00+08:00,-2.889433,115.270933,2019-01-02,Engine oil level,4.0
KOMATSU,WA480,6,91873,2019-01-10T01:43:00+07:00,-2.991766,114.783699,2018-04-20,Brake oil temperature,19.0
KOMATSU,WA480,6,91807,2019-01-10T01:20:00+07:00,-1.126266,114.4914,2018-12-13,Brake oil temperature,19.0
KOMATSU,WA480,6,91743,2019-01-09T10:10:00+08:00,-6.869199,111.459333,2018-11-28,Radiator coolant level,6.0
KOMATSU,WA480,6,91742,2019-01-08T19:11:00+07:00,2.165,117.3834,2018-04-30,Radiator coolant level,6.0
KOMATSU,WA480,6,91741,2019-01-09T12:47:00+07:00,2.163633,117.383166,2018-10-19,Torque converter oil temperature,17.0
KOMATSU,WA480,6,91346,2019-01-06T12:43:00+08:00,-2.896332,115.2677,2019-01-09,Radiator coolant level,6.0
KOMATSU,WA480,6,91339,2019-01-10T02:07:00+08:00,-0.986466,114.389799,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA480,6,91338,2019-01-10T01:14:00+08:00,-0.977666,114.381033,2018-12-30,Engine coolant temperature,1.0
KOMATSU,WA480,6,91337,2018-12-25T19:13:00+08:00,-0.562199,117.011233,2019-01-08,Brake oil temperature,19.0
KOMATSU,WA480,6,91336,2019-01-10T01:22:00+07:00,-3.699199,115.558232,2019-01-05,Engine coolant temperature,1.0
KOMATSU,WA480,6,91318,2019-01-10T01:20:00+07:00,-3.745966,115.645299,2019-01-09,Water separator monitor,30.0
KOMATSU,WA480,6,91318,2019-01-10T01:20:00+07:00,-3.745966,115.645299,2019-01-09,Hydraulic oil temperature,8.0
KOMATSU,WA480,6,91318,2019-01-10T01:20:00+07:00,-3.745966,115.645299,2019-01-09,Engine oil level,4.0
KOMATSU,WA480,6,91318,2019-01-10T01:20:00+07:00,-3.745966,115.645299,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA480,6,91317,2019-01-10T01:25:00+07:00,-3.745999,115.645533,2019-01-09,Air cleaner clogging,5.0
KOMATSU,WA480,6,91315,2019-01-10T01:33:00+07:00,-0.305732,117.045933,2018-11-21,Torque converter oil temperature,17.0
KOMATSU,WA480,6,91314,2019-01-10T01:43:00+08:00,-3.749867,103.756466,2018-08-25,Engine oil level,4.0
KOMATSU,WA480,6,91298,2019-01-10T00:24:00+07:00,-3.699333,115.558266,2018-10-26,Engine oil level,4.0
KOMATSU,WA480,6,91297,2019-01-09T02:23:00+08:00,-0.562133,117.011033,2019-01-06,Water separator monitor,30.0
KOMATSU,WA470,6,91670,2019-01-10T01:09:00+07:00,-0.374233,101.213099,2018-02-09,Engine oil level,4.0
KOMATSU,WA470,6,91383,2018-01-25T21:02:00+07:00,-0.665299,100.285633,2018-12-07,Water separator monitor,30.0
KOMATSU,WA380Z,6,67692,2019-01-09T20:36:00+07:00,-7.006466,110.366199,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67665,2019-01-10T02:13:00+08:00,-2.2959,114.873733,2017-10-14,Air cleaner clogging,5.0
KOMATSU,WA380Z,6,67664,2018-06-23T03:53:00+07:00,-4.184699,121.611432,2018-06-19,Air cleaner clogging,5.0
KOMATSU,WA380Z,6,67654,2018-11-19T22:31:00+07:00,-4.186866,121.613166,2018-03-25,Engine oil level,4.0
KOMATSU,WA380Z,6,67653,2018-07-19T02:58:00+07:00,-4.185933,121.612066,2018-07-28,Engine oil level,4.0
KOMATSU,WA380Z,6,67629,2019-01-10T01:12:00+07:00,-4.183499,121.612632,2018-12-15,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67617,2018-12-18T12:55:00+07:00,-4.185066,121.6132,2018-06-24,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67595,2019-01-10T01:04:00+07:00,-4.184867,121.6151,2019-01-03,Water separator monitor,30.0
KOMATSU,WA380Z,6,67594,2019-01-02T00:54:00+07:00,-4.184033,121.612299,2019-01-01,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67566,2019-01-10T01:25:00+07:00,-4.1846,121.615366,2018-09-19,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67565,2018-12-12T16:55:00+07:00,-4.184233,121.612066,2018-05-05,Water separator monitor,30.0
KOMATSU,WA380Z,6,67565,2018-12-12T16:55:00+07:00,-4.184233,121.612066,2018-05-05,Engine oil level,4.0
KOMATSU,WA380Z,6,67559,2019-01-10T01:00:00+07:00,-3.842399,103.796833,2018-12-31,Battery charge,3.0
KOMATSU,WA380Z,6,67559,2019-01-10T01:00:00+07:00,-3.842399,103.796833,2018-12-31,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67556,2019-01-02T00:04:00+07:00,0.710599,122.529799,2018-08-10,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67413,2019-01-10T01:19:00+07:00,-6.016067,105.953166,2018-12-19,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67412,2018-09-30T08:47:00+07:00,-6.0208,105.954066,2018-12-18,Engine oil level,4.0
KOMATSU,WA380Z,6,67411,2018-12-30T15:56:00+07:00,-6.707299,108.395233,2018-09-30,Air cleaner clogging,5.0
KOMATSU,WA380Z,6,67308,2019-01-10T01:00:00+07:00,-7.590533,112.672533,2018-10-10,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67288,2019-01-10T01:21:00+07:00,-7.727666,110.898599,2019-01-09,Water separator monitor,30.0
KOMATSU,WA380Z,6,67288,2019-01-10T01:21:00+07:00,-7.727666,110.898599,2019-01-09,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67288,2019-01-10T01:21:00+07:00,-7.727666,110.898599,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67287,2019-01-10T01:25:00+07:00,-6.2765,107.122866,2019-01-08,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67276,2019-01-10T01:13:00+07:00,-3.784199,115.4502,2018-08-10,Engine oil level,4.0
KOMATSU,WA380Z,6,67275,2019-01-10T01:20:00+07:00,-3.782,115.458066,2019-01-09,Engine oil level,4.0
KOMATSU,WA380Z,6,67274,2019-01-10T01:06:00+07:00,-5.545766,105.473832,2018-12-04,Water separator monitor,30.0
KOMATSU,WA380Z,6,67267,2019-01-10T01:33:00+07:00,-5.545732,105.473866,2018-03-20,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67266,2019-01-10T01:15:00+07:00,-4.864966,105.482967,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67264,2019-01-10T01:01:00+07:00,-2.753533,105.282,2019-01-06,Battery charge,3.0
KOMATSU,WA380Z,6,67263,2019-01-10T01:41:00+07:00,-2.750966,105.276599,2019-01-03,Water separator monitor,30.0
KOMATSU,WA380Z,6,67262,2019-01-10T01:06:00+07:00,-2.750467,105.275633,2018-12-30,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67261,2019-01-10T01:30:00+07:00,-7.683766,109.093567,2018-07-26,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67260,2017-11-24T19:21:00+07:00,-6.469699,106.904199,2019-01-09,Battery charge,3.0
KOMATSU,WA380Z,6,67259,2019-01-10T01:27:00+07:00,-3.782967,115.452733,2018-07-03,Battery charge,3.0
KOMATSU,WA380Z,6,67259,2019-01-10T01:27:00+07:00,-3.782967,115.452733,2018-07-03,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67258,2019-01-10T01:21:00+07:00,3.631599,98.535399,2017-12-12,Water separator monitor,30.0
KOMATSU,WA380Z,6,67257,2019-01-09T01:18:00+07:00,-7.686966,109.091799,2018-11-17,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67249,2019-01-10T01:44:00+07:00,-6.4369,106.608533,2018-11-23,Water separator monitor,30.0
KOMATSU,WA380Z,6,67247,2018-07-14T04:11:00+07:00,-3.227433,104.473533,2018-11-03,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67244,2019-01-10T01:20:00+07:00,0.389099,101.026599,2018-08-01,Battery charge,3.0
KOMATSU,WA380Z,6,67242,2019-01-09T23:47:00+07:00,-0.793699,117.2151,2018-09-25,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67241,2018-12-01T17:26:00+07:00,-2.754666,105.282299,2019-01-08,Water separator monitor,30.0
KOMATSU,WA380Z,6,67241,2018-12-01T17:26:00+07:00,-2.754666,105.282299,2019-01-08,Battery charge,3.0
KOMATSU,WA380Z,6,67240,2017-11-09T03:26:00+07:00,-6.738966,108.543932,2018-10-19,Engine oil level,4.0
KOMATSU,WA380Z,6,67236,2019-01-10T01:41:00+07:00,-7.435533,112.614,2018-04-20,Engine oil level,4.0
KOMATSU,WA380Z,6,67235,2019-01-10T01:29:00+07:00,-7.1388,112.636133,2019-01-08,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67232,2019-01-10T01:33:00+07:00,-0.996266,103.073866,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67231,2019-01-07T01:33:00+07:00,-6.470366,106.904133,2018-11-13,Water separator monitor,30.0
KOMATSU,WA380Z,6,67230,2018-06-24T15:08:00+08:00,-0.842933,117.144899,2019-01-09,Battery charge,3.0
KOMATSU,WA380Z,6,67228,2019-01-08T23:45:00+07:00,-2.1039,115.618766,2018-08-19,Water separator monitor,30.0
KOMATSU,WA380Z,6,67227,2019-01-10T01:22:00+07:00,-2.061366,115.573232,2019-01-04,Water separator monitor,30.0
KOMATSU,WA380Z,6,67226,2019-01-10T01:29:00+07:00,-3.282833,101.677799,2018-05-30,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67225,2019-01-10T02:41:00+08:00,-0.543733,117.022632,2019-01-04,Engine oil level,4.0
KOMATSU,WA380Z,6,67224,2019-01-03T18:29:00+07:00,-0.720732,102.626199,2019-01-09,Air cleaner clogging,5.0
KOMATSU,WA380Z,6,67223,2018-12-28T14:15:00+07:00,-7.395666,112.518533,2018-12-20,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67222,2019-01-10T01:24:00+07:00,-7.574333,112.629066,2018-11-26,Water separator monitor,30.0
KOMATSU,WA380Z,6,67221,2019-01-10T01:33:00+07:00,-1.4839,103.678133,2018-10-31,Radiator coolant level,6.0
KOMATSU,WA380Z,6,67220,2019-01-08T16:28:00+07:00,-2.750966,105.2825,2019-01-08,Water separator monitor,30.0
KOMATSU,WA380Z,6,67208,2018-09-28T07:22:00+07:00,-7.138832,112.636166,2019-01-02,Water separator monitor,30.0
KOMATSU,WA380Z,6,67207,2019-01-10T01:12:00+07:00,-2.487199,113.0075,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67188,2018-05-20T18:00:00+07:00,1.272833,124.837399,2018-11-29,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67173,2018-12-31T08:03:00+07:00,-0.717866,117.2233,2017-12-02,Engine oil level,4.0
KOMATSU,WA380Z,6,67161,2016-07-31T05:31:00+07:00,1.433033,101.285666,2018-12-27,Engine coolant temperature,1.0
KOMATSU,WA380Z,6,67160,2019-01-10T01:23:00+07:00,1.649333,101.6439,2019-01-09,Battery charge,3.0
KOMATSU,WA380Z,6,67158,2018-12-29T09:47:00+07:00,-0.507733,117.305333,2018-12-29,Engine oil level,4.0
KOMATSU,WA380,6,67849,2019-01-10T01:08:25+07:00,-3.707433,103.706199,2018-11-17,Water separator monitor,30.0
KOMATSU,WA380,6,67848,2019-01-10T01:08:25+07:00,-3.869333,103.804666,2018-10-16,Engine oil level,4.0
KOMATSU,WA380,6,67821,2019-01-10T01:43:26+07:00,-0.782066,117.193599,2018-12-04,Water separator monitor,30.0
KOMATSU,WA380,6,67820,2019-01-10T01:17:00+07:00,-0.785533,117.215566,2018-10-13,Engine oil level,4.0
KOMATSU,WA380,6,67798,2019-01-10T01:35:00+07:00,-0.774466,114.948966,2018-12-28,Engine oil level,4.0
KOMATSU,WA380,6,67757,2018-10-14T21:20:00+07:00,0.884299,122.714167,2019-01-07,Water separator monitor,30.0
KOMATSU,WA380,6,67757,2018-10-14T21:20:00+07:00,0.884299,122.714167,2019-01-07,Radiator coolant level,6.0
KOMATSU,WA380,6,67747,2019-01-10T01:38:00+07:00,-7.139766,112.6525,2018-08-15,Engine oil level,4.0
KOMATSU,WA380,6,67746,2019-01-10T01:23:00+07:00,-1.487399,103.670566,2018-10-30,Water separator monitor,30.0
KOMATSU,WA380,6,67717,2019-01-10T00:12:00+07:00,-3.727766,103.807866,2019-01-03,Water separator monitor,30.0
KOMATSU,WA380,6,67716,2019-01-10T03:06:00+09:00,-0.357166,119.757,2018-11-29,Brake oil temperature,19.0
KOMATSU,WA380,6,67655,2019-01-10T01:37:00+07:00,-6.470233,106.904366,2018-07-19,Engine coolant temperature,1.0
KOMATSU,WA320,5,62420,2019-01-10T01:31:00+07:00,-7.771033,112.888366,2018-12-13,Air cleaner clogging,5.0
KOMATSU,WA320,5,62409,2018-11-28T21:30:00+07:00,-6.273466,107.1239,2018-11-21,Engine oil level,4.0
KOMATSU,WA320,5,62401,2019-01-10T01:03:00+07:00,-6.1959,107.040533,2019-01-04,Torque converter oil temperature,17.0
KOMATSU,WA320,5,62373,2019-01-08T12:30:00+07:00,-7.739933,110.533333,2018-08-31,Engine oil level,4.0
KOMATSU,WA320,5,62362,2019-01-09T00:56:00+07:00,1.510533,99.064266,2018-11-16,Engine oil level,4.0
KOMATSU,WA320,5,62319,2019-01-05T00:38:00+07:00,-7.5808,109.142733,2018-09-05,Radiator coolant level,6.0
KOMATSU,WA320,5,62285,2019-01-10T01:11:00+07:00,-3.454199,103.984167,2018-01-22,Engine oil level,4.0
KOMATSU,WA320,5,62284,2019-01-09T00:16:00+07:00,-3.236667,102.268499,2018-10-13,Engine coolant temperature,1.0
KOMATSU,WA320,5,62268,2016-07-26T13:51:00+07:00,-3.729933,114.468033,2018-09-13,Engine oil level,4.0
KOMATSU,WA320,5,62267,2019-01-10T01:02:00+07:00,-0.609299,100.754867,2018-11-19,Engine coolant temperature,1.0
KOMATSU,WA320,5,62255,2019-01-10T00:31:00+07:00,-6.218133,106.553633,2018-05-15,Radiator coolant level,6.0
KOMATSU,WA320,5,62254,2019-01-10T01:04:00+07:00,-7.544233,112.410599,2018-12-28,Air cleaner clogging,5.0
KOMATSU,WA320,5,62250,2019-01-10T01:41:00+07:00,-3.753499,103.823633,2019-01-08,Engine coolant temperature,1.0
KOMATSU,WA200,5,69560,2019-01-10T01:40:00+07:00,0.1375,101.7044,2019-01-03,Engine coolant temperature,1.0
KOMATSU,WA200,5,69554,2019-01-10T01:10:00+07:00,0.950866,116.914532,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69553,2019-01-10T01:03:00+07:00,-2.729133,112.922266,2018-08-02,Air cleaner clogging,5.0
KOMATSU,WA200,5,69551,2019-01-10T01:38:00+07:00,1.223866,101.2432,2018-04-12,Engine coolant temperature,1.0
KOMATSU,WA200,5,69548,2018-11-03T01:22:00+07:00,1.175732,99.157367,2018-10-25,Engine coolant temperature,1.0
KOMATSU,WA200,5,69523,2019-01-10T01:17:00+07:00,-1.120467,101.551667,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69521,2019-01-10T01:41:00+07:00,0.07,110.695132,2019-01-08,Engine coolant temperature,1.0
KOMATSU,WA200,5,69520,2018-05-07T23:45:00+07:00,-3.392866,116.013033,2018-03-04,Engine coolant temperature,1.0
KOMATSU,WA200,5,69519,2019-01-10T00:38:00+07:00,-3.310633,116.028099,2018-12-04,Radiator coolant level,6.0
KOMATSU,WA200,5,69516,2019-01-10T01:31:00+07:00,0.236199,109.850666,2018-11-29,Radiator coolant level,6.0
KOMATSU,WA200,5,69511,2019-01-10T00:58:00+07:00,-4.018333,115.589,2018-09-19,Radiator coolant level,6.0
KOMATSU,WA200,5,69510,2019-01-10T00:37:00+07:00,-3.310499,116.027866,2018-12-29,Engine oil pressure,2.0
KOMATSU,WA200,5,69508,2019-01-09T22:28:00+07:00,-6.408733,107.437,2019-01-05,T/M filter clogging,22.0
KOMATSU,WA200,5,69501,2019-01-10T00:38:00+07:00,-7.185633,112.685732,2018-08-21,Engine coolant temperature,1.0
KOMATSU,WA200,5,69499,2019-01-10T01:39:00+07:00,-3.297,116.008166,2018-07-04,Radiator coolant level,6.0
KOMATSU,WA200,5,69494,2018-11-11T09:56:00+07:00,-3.697999,119.659299,2018-12-01,Engine coolant temperature,1.0
KOMATSU,WA200,5,69483,2019-01-10T01:30:00+07:00,-3.3625,116.002733,2018-08-18,Engine coolant temperature,1.0
KOMATSU,WA200,5,69481,2019-01-10T01:13:00+07:00,-2.073133,115.068333,2018-10-01,Engine coolant temperature,1.0
KOMATSU,WA200,5,69478,2018-04-28T23:37:00+07:00,-6.219867,106.570999,2018-03-05,Air cleaner clogging,5.0
KOMATSU,WA200,5,69476,2019-01-09T11:53:00+07:00,-0.529666,101.492,2019-01-02,Radiator coolant level,6.0
KOMATSU,WA200,5,69475,2018-09-12T15:59:00+07:00,-0.138099,101.396366,2018-10-26,Engine coolant temperature,1.0
KOMATSU,WA200,5,69471,2019-01-10T00:54:00+07:00,-3.892433,104.093832,2019-01-09,Air cleaner clogging,5.0
KOMATSU,WA200,5,69470,2019-01-10T01:27:00+07:00,-2.496199,102.8752,2018-09-02,Engine coolant temperature,1.0
KOMATSU,WA200,5,69468,2018-08-21T23:40:00+07:00,-0.462466,102.467799,2018-12-19,Engine coolant temperature,1.0
KOMATSU,WA200,5,69452,2019-01-09T01:05:00+07:00,-7.5658,112.606799,2018-09-03,Radiator coolant level,6.0
KOMATSU,WA200,5,69451,2018-12-28T08:37:00+07:00,3.556166,97.775033,2019-01-06,Radiator coolant level,6.0
KOMATSU,WA200,5,69444,2018-01-26T22:05:00+07:00,0.809766,101.276766,2018-10-28,Radiator coolant level,6.0
KOMATSU,WA200,5,69442,2019-01-10T01:12:00+07:00,-3.307866,116.0451,2018-06-16,Engine coolant temperature,1.0
KOMATSU,WA200,5,69436,2019-01-10T01:01:00+07:00,-2.125766,111.556166,2018-07-25,Engine coolant temperature,1.0
KOMATSU,WA200,5,69430,2019-01-10T03:25:00+09:00,1.7494,100.929833,2018-11-03,Radiator coolant level,6.0
KOMATSU,WA200,5,69428,2017-08-05T08:00:00+07:00,1.066599,99.960666,2018-07-26,Radiator coolant level,6.0
KOMATSU,WA200,5,69423,2018-05-11T01:23:00+07:00,0.9794,101.045566,2018-03-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69422,2018-12-04T01:15:00+07:00,-1.422199,113.400966,2018-10-24,Engine coolant temperature,1.0
KOMATSU,WA200,5,69419,2019-01-10T00:40:00+07:00,3.932,98.177166,2018-02-04,Radiator coolant level,6.0
KOMATSU,WA200,5,69414,2019-01-10T02:15:00+08:00,-3.4519,115.642233,2018-07-23,Torque converter oil temperature,17.0
KOMATSU,WA200,5,69413,2018-07-24T01:34:00+07:00,4.204066,117.251799,2018-07-23,Engine coolant temperature,1.0
KOMATSU,WA200,5,69411,2015-01-25T16:56:00+07:00,-1.861266,112.720666,2017-12-17,Radiator coolant level,6.0
KOMATSU,WA200,5,69409,2019-01-10T01:31:00+07:00,0.221866,109.529666,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69408,2018-05-03T19:53:00+07:00,-2.802733,104.897733,2018-12-19,Engine coolant temperature,1.0
KOMATSU,WA200,5,69407,2019-01-09T01:22:00+07:00,-2.006866,102.491833,2018-10-26,Engine coolant temperature,1.0
KOMATSU,WA200,5,69406,2019-01-10T01:29:00+07:00,-7.730166,112.179,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69403,2017-11-25T12:08:00+07:00,0.5051,117.666233,2018-04-09,Torque converter oil temperature,17.0
KOMATSU,WA200,5,69403,2017-11-25T12:08:00+07:00,0.5051,117.666233,2018-04-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69401,2015-10-01T03:08:00+07:00,0.7195,117.772566,2019-01-06,Torque converter oil temperature,17.0
KOMATSU,WA200,5,69394,2019-01-09T01:28:00+07:00,-7.374966,112.4615,2018-04-30,Radiator coolant level,6.0
KOMATSU,WA200,5,69393,2018-07-29T01:23:00+07:00,-3.200933,116.350499,2018-05-17,Engine oil level,4.0
KOMATSU,WA200,5,69388,2015-07-14T11:32:00+07:00,3.342899,99.222899,2018-12-16,Radiator coolant level,6.0
KOMATSU,WA200,5,69387,2019-01-10T01:19:00+07:00,-0.205333,101.319066,2018-11-04,Radiator coolant level,6.0
KOMATSU,WA200,5,69382,2019-01-09T22:15:00+07:00,0.3559,109.974299,2019-01-09,Radiator coolant level,6.0
KOMATSU,WA200,5,69382,2019-01-09T22:15:00+07:00,0.3559,109.974299,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA200,5,69381,2019-01-10T00:49:00+07:00,1.357166,109.383433,2018-06-25,Engine coolant temperature,1.0
KOMATSU,WA200,5,69377,2019-01-10T01:32:00+07:00,-2.962566,114.7108,2018-07-23,Radiator coolant level,6.0
KOMATSU,WA200,5,69376,2018-11-19T06:46:00+07:00,-1.291599,103.145399,2018-07-14,Engine coolant temperature,1.0
KOMATSU,WA200,5,69371,2018-07-04T16:25:00+07:00,-0.034066,110.0676,2018-12-21,Radiator coolant level,6.0
KOMATSU,WA200,5,69360,2018-08-01T10:41:00+07:00,3.656667,98.660833,2018-08-26,Radiator coolant level,6.0
KOMATSU,WA200,5,69353,2015-06-06T17:27:00+07:00,-2.602166,101.279333,2018-11-13,Engine coolant temperature,1.0
KOMATSU,WA150,5,77486,2019-01-10T01:21:00+07:00,-1.750467,110.491233,2019-01-05,Engine coolant temperature,1.0
KOMATSU,WA150,5,77480,2018-08-11T01:18:00+07:00,-2.2621,104.312566,2018-07-06,Engine coolant temperature,1.0
KOMATSU,WA150,5,77472,2018-11-18T20:31:00+07:00,3.1146,117.266233,2018-10-31,Engine coolant temperature,1.0
KOMATSU,WA150,5,77470,2019-01-10T00:58:00+07:00,-0.956233,110.4057,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA150,5,77467,2018-05-27T13:12:00+07:00,1.4234,117.195833,2018-05-03,Engine coolant temperature,1.0
KOMATSU,WA150,5,77464,2019-01-10T01:34:00+07:00,-2.867833,140.881566,2018-10-06,Radiator coolant level,6.0
KOMATSU,WA150,5,77456,2019-01-10T01:05:00+07:00,-3.3646,101.827566,2018-10-22,Engine coolant temperature,1.0
KOMATSU,WA150,5,77449,2019-01-10T01:25:00+07:00,-0.960533,102.777367,2018-10-25,Radiator coolant level,6.0
KOMATSU,WA150,5,77432,2019-01-10T01:39:00+07:00,-4.866866,103.533666,2018-07-05,Engine coolant temperature,1.0
KOMATSU,WA150,5,77409,2019-01-10T01:28:00+07:00,0.418567,116.490599,2018-11-27,Engine oil pressure,2.0
KOMATSU,WA150,5,77399,2019-01-07T15:04:00+07:00,1.2825,116.914433,2018-04-10,Engine coolant temperature,1.0
KOMATSU,WA150,5,77386,2018-06-10T00:48:00+07:00,-1.1127,114.888066,2018-11-17,Engine coolant temperature,1.0
KOMATSU,WA150,5,77378,2019-01-10T01:05:00+07:00,0.785666,111.779566,2018-12-02,Engine coolant temperature,1.0
KOMATSU,WA150,5,77374,2019-01-10T01:07:00+07:00,-7.586533,112.715999,2019-01-09,Engine coolant temperature,1.0
KOMATSU,WA150,5,77366,2019-01-10T01:09:00+07:00,-5.409899,105.306033,2018-12-30,Engine coolant temperature,1.0
KOMATSU,WA150,5,77365,2018-08-08T01:24:00+07:00,-2.035467,112.236266,2018-08-07,Engine coolant temperature,1.0
KOMATSU,WA150,5,77360,2017-12-16T09:44:00+07:00,1.043699,109.579899,2017-10-22,Engine coolant temperature,1.0
KOMATSU,WA150,5,77359,2019-01-10T00:59:00+07:00,1.360299,117.0769,2018-02-09,Engine coolant temperature,1.0
KOMATSU,WA150,5,77352,2019-01-10T01:16:00+07:00,0.5045,111.489433,2019-01-08,Engine coolant temperature,1.0
KOMATSU,WA150,5,77351,2019-01-10T01:24:00+07:00,-1.437367,112.8745,2018-08-23,Radiator coolant level,6.0
KOMATSU,WA150,5,77350,2019-01-10T01:09:00+07:00,-2.107233,112.7983,2018-09-09,Radiator coolant level,6.0
KOMATSU,WA150,5,77342,2019-01-01T11:25:00+07:00,-6.118333,106.896466,2018-12-24,Radiator coolant level,6.0
KOMATSU,WA150,5,77340,2019-01-10T01:08:00+07:00,-6.172032,106.890666,2019-01-07,Engine coolant temperature,1.0
KOMATSU,WA150,5,77334,2019-01-10T01:33:00+07:00,-7.527,112.510866,2018-09-12,Air cleaner clogging,5.0
KOMATSU,WA150,5,77331,2018-03-03T01:14:00+07:00,1.266133,109.817032,2018-03-02,Engine coolant temperature,1.0
KOMATSU,WA150,5,77323,2018-01-09T01:03:00+07:00,-6.128733,106.887566,2017-12-31,Radiator coolant level,6.0
KOMATSU,WA150,5,77322,2018-04-19T00:58:00+07:00,-6.261933,106.7589,2018-04-08,Engine coolant temperature,1.0
KOMATSU,WA150,5,77316,2018-04-27T01:43:00+07:00,-6.149433,106.859266,2017-12-10,Engine coolant temperature,1.0
KOMATSU,WA150,5,77310,2019-01-10T01:34:00+07:00,-6.135833,106.807032,2018-11-21,Torque converter oil temperature,17.0
KOMATSU,WA150,5,77303,2018-06-05T01:10:00+07:00,-2.9038,129.798333,2018-06-01,Air cleaner clogging,5.0
KOMATSU,WA150,5,77302,2018-03-07T01:16:00+07:00,-2.081366,121.021866,2018-01-19,Engine coolant temperature,1.0
KOMATSU,WA150,5,77277,2018-07-24T00:05:00+07:00,-6.408699,107.4351,2018-05-15,Engine oil pressure,2.0
KOMATSU,WA150,5,77256,2018-07-07T00:59:00+07:00,-1.934899,110.494199,2018-02-22,Radiator coolant level,6.0
KOMATSU,WA150,5,77255,2019-01-10T00:02:00+07:00,-6.165766,106.890066,2018-12-11,Torque converter oil temperature,17.0
KOMATSU,WA150,5,77246,2018-02-05T01:09:00+07:00,-6.202799,106.928099,2017-12-09,Engine coolant temperature,1.0
KOMATSU,WA150,5,77244,2018-12-30T22:30:00+07:00,-6.142799,106.788932,2018-03-18,Engine coolant temperature,1.0
KOMATSU,WA150,5,77239,2018-12-23T07:01:00+07:00,-2.964133,104.9182,2018-10-06,Engine coolant temperature,1.0
KOMATSU,WA150,5,77237,2019-01-07T06:39:00+07:00,-0.810499,133.596166,2018-06-09,Engine coolant temperature,1.0
KOMATSU,WA150,5,77233,2019-01-10T01:17:00+07:00,-2.100333,102.375033,2018-07-09,Engine coolant temperature,1.0
KOMATSU,WA150,5,77232,2019-01-10T01:15:00+07:00,-0.682533,102.5013,2018-06-28,Engine coolant temperature,1.0
KOMATSU,WA150,5,77229,2015-07-16T05:50:00+07:00,-2.059433,119.343699,2017-10-15,Engine coolant temperature,1.0
KOMATSU,WA150,5,77228,2019-01-09T07:29:00+07:00,-7.609532,112.690566,2017-12-01,Engine coolant temperature,1.0
