manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,local_date,daily_smr_value,daily_smr_map
KOMATSU,WD600,3,50383,2018-05-07T12:15:00+07:00,-0.424799,114.833666,2018-10-13,2.0,000000000000000000000000
KOMATSU,WD600,3,50372,2018-09-05T00:23:00+07:00,-0.408766,114.839867,2018-08-15,45.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64540,2019-01-10T00:15:00+07:00,-6.153666,106.934532,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64539,2018-11-29T00:18:00+07:00,-6.1557,106.934933,2018-11-28,6.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64538,2019-01-10T00:03:00+07:00,-6.153666,106.934666,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64536,2019-01-10T00:02:00+07:00,-6.153699,106.934633,2019-01-05,78.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64535,2019-01-10T00:05:00+07:00,-6.153599,106.934666,2019-01-05,78.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64534,2019-01-09T00:04:00+07:00,-6.153633,106.934666,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64533,2019-01-10T00:42:00+07:00,-6.153533,106.934466,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64532,2019-01-09T00:17:00+07:00,-6.153699,106.9344,2019-01-05,66.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64530,2019-01-10T00:10:00+07:00,-6.153832,106.934333,2019-01-05,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64528,2019-01-09T00:11:00+07:00,-6.153666,106.934532,2019-01-05,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64502,2019-01-09T00:21:00+07:00,-6.153533,106.934532,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64500,2019-01-09T00:49:00+07:00,-6.153567,106.934466,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64499,2019-01-10T00:08:00+07:00,-6.153567,106.934566,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64498,2018-10-31T00:51:00+07:00,-6.153699,106.934366,2018-08-23,54.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64497,2019-01-10T00:50:00+07:00,-6.153567,106.934633,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64495,2019-01-10T00:10:00+07:00,-6.153567,106.934733,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64494,2019-01-09T00:05:00+07:00,-6.153567,106.934666,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64493,2019-01-10T00:07:00+07:00,-6.153567,106.934532,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64492,2019-01-10T00:28:00+07:00,-6.153567,106.934633,2019-01-05,72.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64491,2019-01-10T00:10:00+07:00,-6.153666,106.934466,2019-01-05,66.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64490,2019-01-10T00:09:00+07:00,-6.153633,106.934466,2019-01-04,48.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64488,2019-01-09T00:08:00+07:00,-6.153666,106.934566,2019-01-04,48.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64486,2019-01-09T00:04:00+07:00,-6.153599,106.934433,2019-01-04,48.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64480,2019-01-10T00:12:00+07:00,-6.153666,106.934566,2019-01-04,48.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64477,2019-01-10T00:13:00+07:00,-6.153633,106.9346,2019-01-04,48.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64475,2019-01-10T00:25:00+07:00,-6.153699,106.934566,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64474,2019-01-10T00:26:00+07:00,-6.153699,106.934466,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64472,2019-01-10T00:23:00+07:00,-6.153666,106.934466,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64471,2019-01-10T00:37:00+07:00,-6.153666,106.934532,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64470,2019-01-09T00:19:00+07:00,-6.153666,106.934532,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64469,2019-01-10T00:10:00+07:00,-6.153666,106.934666,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64468,2019-01-10T00:16:00+07:00,-6.153599,106.934699,2019-01-04,60.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64467,2019-01-10T01:19:00+07:00,-2.092199,113.085366,2019-01-09,504.0,00000001fff01ff83fcc0000
KOMATSU,WB93R,5E0,F64466,2019-01-10T01:26:00+07:00,-7.1326,112.609532,2019-01-09,390.0,00000000fffe0ffe00000000
KOMATSU,WB93R,5E0,F64463,2019-01-10T00:54:00+07:00,-0.3252,114.834266,2019-01-09,318.0,000000000007fdffe0000000
KOMATSU,WB93R,5E0,F64449,2019-01-10T01:43:00+07:00,-3.322967,113.733266,2019-01-09,6.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64446,2018-12-06T21:24:00+07:00,0.675633,117.226733,2018-12-06,18.0,000000000000000000000400
KOMATSU,WB93R,5E0,F64445,2019-01-10T01:08:00+07:00,0.977367,116.4826,2019-01-09,474.0,0000021fdef83e7fc0000000
KOMATSU,WB93R,5E0,F64439,2019-01-10T01:36:00+07:00,-1.766733,110.492133,2019-01-09,612.0,00000000e7fff9fffffc0000
KOMATSU,WB93R,5E0,F64436,2019-01-09T10:23:00+07:00,3.923699,116.916432,2019-01-08,462.0,00000006fffffff800000000
KOMATSU,WB93R,5E0,F64427,2018-12-27T10:14:00+07:00,-6.156699,106.934099,2018-12-27,30.0,000000000180000000000000
KOMATSU,WB93R,5E0,F64426,2018-11-27T17:11:00+07:00,-6.156766,106.934133,2018-12-27,24.0,000000000180000000000000
KOMATSU,WB93R,5E0,F64425,2019-01-10T01:19:00+07:00,-1.358766,110.656166,2019-01-09,576.0,0000030ffffffffce0000000
KOMATSU,WB93R,5E0,F64424,2019-01-09T07:24:00+07:00,-1.553733,112.732266,2019-01-08,750.0,00000003e07ffffffffffc00
KOMATSU,WB93R,5E0,F64423,2019-01-10T00:16:00+07:00,-1.280266,116.356033,2019-01-09,24.0,000000000000004000000000
KOMATSU,WB93R,5E0,F64422,2019-01-10T01:11:00+07:00,-0.6439,115.739233,2019-01-09,606.0,00000000007f3fffe7f91f78
KOMATSU,WB93R,5E0,F64421,2019-01-08T02:42:00+09:00,-8.615233,122.407199,2019-01-03,30.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64345,2019-01-10T00:38:00+07:00,-3.535999,103.881733,2019-01-09,6.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64344,2018-12-31T00:10:00+07:00,-1.721432,103.1314,2018-12-26,12.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64342,2019-01-10T00:42:00+07:00,-0.826033,103.460599,2019-01-07,54.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64341,2019-01-08T16:22:00+07:00,-5.061733,119.541332,2019-01-08,258.0,000000008d3c0dfe00000000
KOMATSU,WB93R,5E0,F64296,2019-01-10T01:02:00+07:00,-7.905266,110.317266,2019-01-08,18.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64292,2019-01-10T01:21:00+07:00,4.0365,117.094,2019-01-09,114.0,00000000000003fc00000000
KOMATSU,WB93R,5E0,F64289,2018-12-28T09:55:00+07:00,3.379199,117.104766,2018-12-22,504.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64116,2018-10-26T09:00:00+07:00,-6.5051,106.870566,2018-10-26,6.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64115,2019-01-09T23:27:00+07:00,-0.822299,119.887066,2018-12-26,144.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64114,2019-01-02T01:02:00+07:00,-6.142899,106.832333,2018-12-28,102.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64113,2019-01-10T00:09:00+07:00,0.878599,128.287199,2018-12-28,30.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64111,2018-05-16T15:22:00+07:00,-6.156766,106.934066,2018-05-16,36.0,000000000000001800000000
KOMATSU,WB93R,5E0,F64109,2019-01-09T00:26:00+07:00,1.278966,124.6334,2019-01-07,24.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64107,2019-01-10T00:39:00+07:00,-3.195533,121.079466,2018-12-15,144.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64105,2019-01-08T17:46:00+07:00,-3.790766,104.175166,2019-01-08,246.0,0000000000f00e0ff8000000
KOMATSU,WB93R,5E0,F64100,2018-11-08T11:55:00+07:00,-1.623033,103.643966,2018-11-08,96.0,000000003f00000000000000
KOMATSU,WB93R,5E0,F64099,2019-01-10T00:55:00+07:00,0.300132,116.580333,2019-01-09,522.0,000003fffff07ffc00000000
KOMATSU,WB93R,5E0,F64065,2019-01-10T01:06:00+07:00,-2.261266,104.312999,2019-01-09,978.0,000ffffffffffffffffc0000
KOMATSU,WB93R,5E0,F64057,2019-01-10T01:39:00+07:00,-0.759066,100.658166,2019-01-09,366.0,000000000ffe1fe7e0000000
KOMATSU,WB93R,5E0,F64056,2018-12-19T10:01:00+07:00,1.628033,99.201833,2018-12-19,54.0,000000000f00000000000000
KOMATSU,WB93R,5E0,F64055,2017-12-25T13:36:00+08:00,0.314833,116.463832,2017-12-24,54.0,000000000000000700000000
KOMATSU,WB93R,5E0,F64053,2018-11-25T19:51:00+07:00,4.684699,96.841699,2018-11-23,6.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64048,2019-01-10T01:07:00+07:00,0.070233,110.695366,2019-01-09,258.0,00000200c400180000121c10
KOMATSU,WB93R,5E0,F64024,2019-01-09T00:34:00+07:00,-5.017466,119.575299,2019-01-07,252.0,000000000000000000000000
KOMATSU,WB93R,5E0,F64023,2017-10-17T01:30:00+07:00,3.072166,97.974899,2017-10-16,360.0,00000001cf2f0098ff800000
KOMATSU,WB93R,5E0,F64022,2019-01-10T00:37:00+07:00,-3.798966,115.370366,2019-01-09,120.0,0000000c0fc0100000000000
KOMATSU,WB93R,5E0,F64021,2019-01-09T23:48:00+07:00,-0.822533,119.8877,2019-01-09,12.0,000000000020000000000000
KOMATSU,WB93R,5E0,F64020,2018-12-13T11:01:00+07:00,-1.4546,120.642333,2018-12-13,126.0,00000003e4d0000000000000
KOMATSU,WB93R,5E0,F64019,2018-12-23T13:58:00+07:00,1.062199,121.677066,2018-12-23,222.0,000000004ff1f30000000000
KOMATSU,WB93R,5E0,F64015,2019-01-07T15:16:00+07:00,-7.609233,112.756699,2019-01-07,384.0,0000060fffffe18000000000
KOMATSU,WB93R,5E0,F63995,2018-12-27T08:59:00+07:00,-6.594966,110.665266,2018-12-27,24.0,000000003000000000000000
KOMATSU,WB93R,5E0,F63994,2019-01-10T00:34:00+07:00,0.779233,117.667632,2019-01-09,168.0,000001cbf900000000000000
KOMATSU,WB93R,5E0,F63993,2019-01-10T01:26:00+07:00,2.487666,98.800467,2019-01-09,354.0,000000000077f07ffe000000
KOMATSU,WB93R,5E0,F63876,2019-01-10T01:00:00+07:00,-6.937466,110.528166,2019-01-09,48.0,000000008000010000000000
KOMATSU,WB93R,5E0,F63869,2019-01-10T00:42:00+07:00,-6.996166,110.456067,2019-01-09,168.0,000000001fe0f00000000000
KOMATSU,WB93R,5E0,F63866,2018-12-30T16:12:00+07:00,-3.820666,119.635233,2018-12-30,324.0,0000000007e1ff1f80000000
KOMATSU,WB93R,5E0,F63800,2019-01-10T01:44:00+07:00,-1.076166,100.371699,2019-01-09,432.0,e000000003ff00fff800f000
KOMATSU,WB93R,5E0,F63799,2019-01-08T17:35:00+07:00,4.1145,96.299867,2019-01-08,564.0,00000003ffffe7fffc000000
KOMATSU,WA800,3E0,70135,2019-01-10T01:44:00+07:00,-6.5183,106.942967,2019-01-09,126.0,00000001081000000000810f
KOMATSU,WA800,3E0,70101,2019-01-10T01:34:00+07:00,-6.511466,106.945633,2019-01-09,1068.0,ff87ffc07ffe7fe7fe1fff83
KOMATSU,WA800,3E0,70100,2018-12-15T15:26:00+07:00,-6.496733,106.923567,2018-12-16,102.0,000000000000038000000078
KOMATSU,WA800,3E0,70098,2019-01-10T01:39:00+07:00,-6.512666,106.945433,2019-01-09,1086.0,ffc7ff81fffe3fe7fe1fff83
KOMATSU,WA800,3,50150,2019-01-10T01:23:00+07:00,0.538699,116.136266,2019-01-09,439.0,7fa4000000001ffffc000001
KOMATSU,WA800,3,50149,2019-01-10T01:35:00+07:00,0.295166,116.624066,2019-01-09,284.0,efffa0240000000000000000
KOMATSU,WA800,3,50148,2019-01-10T01:03:00+07:00,0.525866,116.114899,2019-01-09,1217.0,7ffffbfff7ffff07fbffffe0
KOMATSU,WA800,3,50147,2019-01-10T02:09:00+08:00,-2.165033,115.501766,2019-01-09,1001.0,f9f77dfffffc3bfa1e1fe0f0
KOMATSU,WA800,3,50146,2019-01-10T02:38:00+08:00,-2.159833,115.566266,2019-01-09,1033.0,001ff8fff7c3effbdcf9ffff
KOMATSU,WA800,3,50144,2019-01-10T02:05:00+08:00,-2.305966,115.479233,2019-01-09,989.0,f7fffdfffffde000003df7ff
KOMATSU,WA800,3,50143,2018-10-12T23:52:00+08:00,-2.304532,115.478766,2018-08-06,590.0,000000000000000000000000
KOMATSU,WA800,3,50142,2019-01-10T02:15:00+08:00,-2.231332,115.501366,2018-10-31,4.0,000000000000000000000000
KOMATSU,WA800,3,50141,2019-01-10T02:02:00+08:00,-2.194799,115.498832,2019-01-01,34.0,000000000000000000000000
KOMATSU,WA800,3,50140,2016-04-24T09:34:00+08:00,-2.181833,115.540399,2019-01-08,396.0,00000063807fc007ff000001
KOMATSU,WA800,3,50139,2016-05-23T10:30:00+08:00,-2.182299,115.540066,2019-01-09,858.0,00003efffffffff8fe60007f
KOMATSU,WA800,3,50138,2015-12-04T23:24:00+08:00,-2.2671,115.495566,2019-01-01,31.0,000000000000000000000000
KOMATSU,WA800,3,50137,2014-12-13T03:36:00+08:00,-2.183033,115.551166,2019-01-08,1101.0,ffffdf7ff9dfe7ffffe000fe
KOMATSU,WA800,3,50136,2019-01-10T02:07:00+08:00,-2.2144,115.5351,2019-01-09,1312.0,fffc1e7ffbffffffffffffff
KOMATSU,WA800,3,50135,2017-06-01T11:11:00+08:00,-2.215166,115.534799,2019-01-09,30.0,000000000000000000000000
KOMATSU,WA800,3,50133,2015-05-10T01:04:00+08:00,0.5996,117.438133,2018-01-15,0.0,000000000000000000000000
KOMATSU,WA800,3,50129,2018-06-01T01:11:00+08:00,-2.232,115.501233,2018-05-29,4.0,000000000000000000000000
KOMATSU,WA600,3A,52725,2019-01-07T01:00:00+07:00,-6.156733,106.934199,2018-12-27,34.0,000000000000000000000000
KOMATSU,WA600,3A,52724,2019-01-10T01:40:00+07:00,-6.156733,106.934133,2019-01-07,0.0,000000000000000000000000
KOMATSU,WA600,3A,52721,2019-01-10T01:30:00+07:00,3.724633,117.216199,2019-01-09,361.0,3ffff0000000000000ee0000
KOMATSU,WA600,3A,52720,2019-01-10T01:42:00+07:00,3.726332,117.217367,2019-01-09,1069.0,3ffff8ff7fe007e7f07ffff0
KOMATSU,WA600,3A,52719,2019-01-10T01:22:00+07:00,-2.9707,115.196599,2019-01-09,1085.0,7fffc003fffcfffff87ffff8
KOMATSU,WA600,3A,52718,2019-01-10T02:38:00+08:00,3.724833,117.214699,2019-01-09,843.0,0000019bfff0fffff0ffffe0
KOMATSU,WA600,3A,52717,2019-01-10T02:35:00+08:00,0.122632,117.366466,2019-01-09,168.0,00000001f1e000c000000000
KOMATSU,WA600,3A,52716,2019-01-09T01:27:00+07:00,0.985033,117.666033,2019-01-08,1168.0,87fffffffff00fff7ffffff0
KOMATSU,WA600,3A,52715,2019-01-10T01:05:00+07:00,-3.224233,114.997399,2019-01-09,573.0,000000c00ffffff001ffe000
KOMATSU,WA600,3A,52714,2019-01-10T01:34:00+07:00,-2.956633,115.208166,2019-01-09,376.0,ffffe0202000000000078000
KOMATSU,WA600,3A,52713,2019-01-09T01:28:00+07:00,0.817399,117.8689,2019-01-08,1230.0,87fffeffffff87fffcfdffff
KOMATSU,WA600,3A,52712,2018-05-28T02:10:00+08:00,0.625467,117.432399,2018-05-27,1058.0,fffffdffffc003ffe0f7ffe0
KOMATSU,WA600,3A,52709,2019-01-10T01:21:00+07:00,-3.599066,115.627533,2019-01-03,19.0,000000000000000000000000
KOMATSU,WA600,3A,52708,2019-01-10T01:20:00+07:00,0.985399,117.6694,2019-01-09,848.0,87ff0000002fbfffbddffff0
KOMATSU,WA600,3A,52707,2019-01-09T01:25:00+07:00,-2.971699,115.200966,2019-01-08,910.0,7ffffc7ffffc3fffe0000001
KOMATSU,WA600,3A,52706,2018-12-18T14:22:00+07:00,-2.971366,115.201166,2019-01-09,1042.0,7effe001ffffc3ffc3ffdff8
KOMATSU,WA600,3A,52704,2018-02-11T01:35:00+08:00,2.318932,117.543599,2019-01-09,1112.0,7ffef807fff0ffffe3fffff0
KOMATSU,WA600,3A,52663,2019-01-10T01:43:00+07:00,-6.716233,108.391432,2019-01-09,916.0,ff8c0f81fff81fc7fe07ffc1
KOMATSU,WA600,3A,52662,2019-01-10T01:23:00+07:00,-3.934033,115.1876,2019-01-09,1025.0,fffffe2bffc0ffffc00fffc0
KOMATSU,WA600,3,52694,2019-01-10T01:05:00+07:00,-6.717566,108.391366,2019-01-09,791.0,fff80fc03ff81f87fe07c000
KOMATSU,WA600,3,52688,2017-09-08T05:54:00+07:00,-0.403266,114.867133,2019-01-09,538.0,0000000200001fffe00fffff
KOMATSU,WA600,3,52687,2018-01-20T23:14:00+07:00,-0.403266,114.867166,2018-08-15,1.0,000000000000000000000000
KOMATSU,WA600,3,52685,2019-01-10T00:59:00+07:00,-0.4033,114.867199,2018-08-07,5.0,000000000000000000000000
KOMATSU,WA600,3,52684,2018-12-19T06:34:00+07:00,-0.401067,114.863333,2019-01-04,4.0,000000000000000000000000
KOMATSU,WA500,6R,60249,2019-01-10T00:04:00+07:00,-6.153766,106.9344,2019-01-09,8.0,000000000000000000000000
KOMATSU,WA500,6R,60248,2019-01-09T00:42:00+07:00,-6.156766,106.934199,2018-12-28,9.0,000000000000000000000000
KOMATSU,WA500,6R,60246,2019-01-03T00:09:00+07:00,-6.153599,106.936966,2018-12-29,44.0,000000000000000000000000
KOMATSU,WA500,6R,60245,2019-01-09T01:07:00+07:00,-0.305966,117.045933,2019-01-08,654.0,fffff0000007fffff8000000
KOMATSU,WA500,6R,60242,2019-01-10T01:04:22+07:00,-3.683866,115.648166,2019-01-09,5.0,000000000000000000000000
KOMATSU,WA500,6R,60238,2019-01-10T01:31:00+07:00,-0.303733,117.047533,2019-01-09,1200.0,fffff07ffff8fffff87ffff8
KOMATSU,WA500,6R,60233,2019-01-10T01:39:00+07:00,-3.562899,115.638866,2019-01-09,1194.0,ffff80ffc3fffffffcfff7ff
KOMATSU,WA500,6R,60230,2019-01-10T01:06:00+07:00,-3.598633,115.630732,2019-01-09,978.0,e03fc0fff06fff3f00fffe73
KOMATSU,WA500,6R,60229,2019-01-10T01:10:00+07:00,-0.608099,117.282999,2019-01-09,714.0,0000003fff803ffc003ffffc
KOMATSU,WA500,6R,60228,2019-01-10T02:13:00+08:00,-0.989033,114.3895,2019-01-09,1206.0,0fff3fffffff0ff3fcffbfff
KOMATSU,WA500,6R,60221,2019-01-10T01:05:27+07:00,-3.7513,115.468232,2019-01-05,120.0,000000000000000000000000
KOMATSU,WA500,6R,60220,2019-01-10T02:18:00+08:00,-1.218066,114.803499,2019-01-09,54.0,00000000000000000000000f
KOMATSU,WA500,6R,60219,2018-11-12T02:48:26+08:00,-1.2169,114.806332,2018-11-04,270.0,000000000000000000000000
KOMATSU,WA500,6R,60218,2019-01-10T01:07:28+07:00,-3.310599,116.029933,2019-01-09,11.0,000000000000000800000000
KOMATSU,WA500,6R,60214,2019-01-10T02:00:00+08:00,-3.817999,115.308366,2019-01-09,282.0,0000007ede18600000006200
KOMATSU,WA500,6R,60213,2019-01-10T02:20:00+08:00,-1.212733,114.801667,2019-01-09,870.0,f83f3f000000ffff9ffbfddf
KOMATSU,WA500,6R,60210,2019-01-10T00:53:00+07:00,-3.751266,115.468232,2019-01-05,122.0,000000000000000000000000
KOMATSU,WA500,6R,60209,2019-01-07T18:37:00+07:00,-3.310066,116.030299,2019-01-09,602.0,000000000000ffffe7ffffe0
KOMATSU,WA500,6R,60204,2019-01-10T01:38:00+07:00,-1.124766,114.496366,2019-01-09,1250.0,00ffffffffffffffffe3ffff
KOMATSU,WA500,6R,60146,2019-01-10T01:39:00+07:00,-3.736166,115.655866,2019-01-09,732.0,07ffe7fe7fff0000400001ff
KOMATSU,WA500,6R,60145,2019-01-10T01:44:00+07:00,-3.736766,115.655999,2019-01-09,714.0,ffc000000000003fffffffff
KOMATSU,WA500,6R,60144,2019-01-10T01:04:00+07:00,2.215132,117.6039,2019-01-09,895.0,ffff8003ffc7fffe003803ff
KOMATSU,WA500,6R,60140,2019-01-10T01:27:00+07:00,2.164566,117.412,2019-01-09,600.0,00000000fff001ff00fffff0
KOMATSU,WA500,6R,60139,2019-01-09T00:39:00+07:00,-3.751166,115.4684,2018-12-02,29.0,000000000000000000000000
KOMATSU,WA500,6R,60138,2019-01-10T00:50:00+07:00,-3.751199,115.4683,2019-01-05,118.0,000000000000000000000000
KOMATSU,WA500,6R,60137,2019-01-09T02:37:00+08:00,-0.841099,115.5301,2019-01-08,32.0,000000000000100000000000
KOMATSU,WA500,6R,60132,2019-01-10T01:13:00+07:00,-3.736266,115.654033,2019-01-09,778.0,000003ffffff003f7ffff000
KOMATSU,WA500,6R,60131,2019-01-06T01:06:00+07:00,-0.586067,114.791966,2019-01-05,579.0,0000007ffffe7fffc0000000
KOMATSU,WA500,6R,60125,2019-01-08T15:42:00+07:00,-3.736332,115.654333,2019-01-09,640.0,00000001ffffe07ffffe0040
KOMATSU,WA500,6R,60124,2019-01-10T01:02:00+07:00,-3.737066,115.655633,2019-01-09,450.0,ffffc00000000000100007ff
KOMATSU,WA500,6R,60122,2019-01-07T17:34:00+08:00,-1.056833,114.684199,2019-01-09,511.0,00000007ff080001f800fffe
KOMATSU,WA500,6R,60121,2019-01-10T02:24:00+08:00,-1.057967,114.684633,2019-01-09,341.0,07800081800000000084fffc
KOMATSU,WA500,6R,60119,2019-01-10T02:36:00+08:00,-2.108533,114.870433,2019-01-09,1190.0,1fff3ffffbfc1ff3ffbffffc
KOMATSU,WA500,6R,60118,2019-01-10T02:38:00+08:00,2.040766,117.448866,2019-01-09,190.0,0000000000000000007e1c6c
KOMATSU,WA500,6R,60117,2019-01-10T02:04:00+08:00,-2.363932,115.581332,2019-01-08,148.0,000000000000000000000000
KOMATSU,WA500,6R,60116,2019-01-10T02:17:00+08:00,-1.216633,114.806533,2019-01-09,458.0,0000003fcf6b006fff800000
KOMATSU,WA500,6R,60115,2018-09-22T02:16:00+08:00,1.916466,117.291199,2018-09-21,154.0,ff8000004000000000000000
KOMATSU,WA500,6R,60111,2019-01-10T02:42:00+08:00,-1.053066,114.681933,2019-01-09,330.0,00001801200807ea78060c00
KOMATSU,WA500,6R,60110,2019-01-10T02:10:00+08:00,-0.990433,114.3902,2019-01-09,1219.0,03fff9ffffff0ffffcffffff
KOMATSU,WA500,3A,53181,2018-12-15T01:28:00+07:00,-3.045333,104.206667,2018-12-14,37.0,000000000000000700000000
KOMATSU,WA500,3A,53114,2019-01-10T01:41:00+07:00,-1.122999,114.487199,2019-01-09,382.0,ffff8f800480000000000000
KOMATSU,WA500,3A,53113,2018-11-23T08:39:00+08:00,-0.977166,114.381099,2019-01-09,1196.0,8fff1dffffff0ffffcfdffff
KOMATSU,WA500,3A,53112,2013-09-20T08:45:00+07:00,-6.185499,106.9309,2018-12-23,543.0,0000000fffffffff80000000
KOMATSU,WA500,3A,53108,2018-01-21T01:49:00+08:00,-2.227367,114.950732,2018-01-06,0.0,000000000000000000000000
KOMATSU,WA500,3A,53107,2019-01-10T02:28:00+08:00,-0.308033,117.040166,2019-01-09,675.0,f800001fff8ff880003ffe0f
KOMATSU,WA500,3A,53104,2013-03-25T11:06:00+08:00,-6.117566,106.9433,2018-02-27,626.0,fff8000fffc1fffc00008000
KOMATSU,WA500,3A,53100,2019-01-10T01:08:00+07:00,-0.397199,113.4133,2019-01-05,2.0,000000000000000000000000
KOMATSU,WA500,3A,53099,2019-01-09T01:01:00+07:00,-3.887,115.3051,2019-01-06,88.0,000000000000000000000000
KOMATSU,WA500,3A,53097,2019-01-10T01:23:00+07:00,-3.797367,115.479699,2019-01-08,20.0,000000000000000000000000
KOMATSU,WA500,3A,53092,2019-01-09T01:35:00+07:00,-3.766199,115.449966,2013-12-14,8.0,000000000000000000000000
KOMATSU,WA500,3A,53078,2019-01-10T01:28:00+07:00,-3.933866,115.192433,2019-01-07,347.0,000000000000000000000000
KOMATSU,WA500,3,53216,2019-01-10T01:02:00+07:00,2.087233,117.318966,2019-01-09,925.0,7e3ff0081ffbfff0000fffff
KOMATSU,WA500,3,53215,2019-01-10T02:28:00+08:00,-0.321667,114.833466,2019-01-09,767.0,00000fffffff89fbf830fe01
KOMATSU,WA500,3,53211,2019-01-10T01:18:00+07:00,-3.307999,116.031099,2019-01-09,1076.0,ffffe3ffffe07fe007ffffe0
KOMATSU,WA500,3,53210,2018-11-08T01:25:00+07:00,-3.310467,116.030266,2018-11-07,4.0,000000000000000000000000
KOMATSU,WA500,3,53206,2019-01-10T01:03:00+07:00,-3.307766,116.029966,2019-01-09,1163.0,fffff7fffce07fffe6ffffe0
KOMATSU,WA500,3,53205,2018-12-31T01:19:00+07:00,3.7796,98.6809,2018-12-29,2.0,000000000000000000000000
KOMATSU,WA500,3,53204,2018-06-29T02:36:00+07:00,-3.740366,115.6582,2018-12-23,10.0,000000000000000000000000
KOMATSU,WA500,3,53203,2019-01-10T00:56:00+07:00,-3.784066,115.449966,2019-01-09,482.0,0000000bffe0f000001fff80
KOMATSU,WA500,3,53202,2014-11-29T05:28:00+07:00,-2.968733,115.2108,2018-12-27,6.0,000000000000000000000000
KOMATSU,WA500,3,53201,2018-11-06T02:05:00+08:00,2.796033,117.526933,2018-11-05,45.0,00000004c000000000000000
KOMATSU,WA500,3,53200,2015-07-03T05:39:00+07:00,-2.968433,115.211599,2018-09-28,6.0,000000000000000000000000
KOMATSU,WA500,3,53193,2019-01-09T02:22:00+08:00,-0.618932,114.800299,2019-01-08,229.0,00000000008003fbfc000000
KOMATSU,WA500,3,53192,2019-01-10T02:16:00+08:00,-0.619066,114.798466,2019-01-09,632.0,0000001c00003ffffc07ffff
KOMATSU,WA500,3,53191,2019-01-10T00:30:00+07:00,-3.085333,115.1075,2019-01-09,6.0,000000000000000000000000
KOMATSU,WA500,3,53190,2019-01-10T01:18:00+07:00,-3.738666,115.6533,2019-01-09,1024.0,ffff3801fbff9fffe00ffff8
KOMATSU,WA500,3,53189,2019-01-10T01:42:00+07:00,2.088433,117.318533,2019-01-09,727.0,7ffe000005ff87f04007fff0
KOMATSU,WA500,3,53188,2018-11-18T11:20:00+07:00,-2.884966,133.964733,2019-01-09,748.0,000000003ff03fe7fffffff6
KOMATSU,WA500,3,53187,2018-10-17T12:32:00+07:00,-3.782466,115.451933,2019-01-08,36.0,000000000000000000000000
KOMATSU,WA500,3,53186,2019-01-10T01:23:00+07:00,-3.045366,104.206533,2019-01-07,3.0,000000000000000000000000
