manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,local_date,value
KOMATSU,PC300,8,62762,2018-05-02T01:06:00+07:00,-2.944167,133.9565,2018-05-01,12851.0
KOMATSU,PC300,8,62761,2018-12-31T00:57:00+07:00,-2.8238,122.125833,2018-12-30,10400.0
KOMATSU,PC300,8,62756,2019-01-10T01:55:00+08:00,-6.876266,111.935966,2019-01-09,22929.0
KOMATSU,PC300,8,62755,2018-05-08T01:07:00+07:00,-2.9394,133.955666,2018-05-07,11183.0
KOMATSU,PC300,8,62749,2019-01-10T01:12:00+07:00,-2.870966,122.0721,2019-01-09,9191.0
KOMATSU,PC300,8,62748,2019-01-10T01:14:00+07:00,-9.063866,124.837833,2019-01-09,11024.0
KOMATSU,PC300,8,62747,2019-01-10T00:55:00+07:00,4.940666,97.159199,2019-01-09,12303.0
KOMATSU,PC300,8,62736,2018-10-03T15:04:00+07:00,-2.640999,134.208466,2018-10-05,11947.0
KOMATSU,PC300,8,62735,2019-01-10T01:13:00+07:00,-2.8765,121.9783,2019-01-09,11491.0
KOMATSU,PC300,8,62734,2016-05-28T00:17:00+07:00,-3.314199,134.229833,2016-05-27,7755.0
KOMATSU,PC300,8,62730,2015-10-03T02:11:00+08:00,0.154833,117.340399,2015-10-02,15296.0
KOMATSU,PC300,8,62729,2017-09-06T01:18:00+07:00,-6.157967,106.916566,2017-09-05,6862.0
KOMATSU,PC300,8,62728,2015-12-20T02:08:00+08:00,-6.828633,111.905833,2015-12-19,14098.0
KOMATSU,PC300,8,62727,2013-03-12T02:02:00+07:00,-3.877866,115.185166,2018-07-21,12333.0
KOMATSU,PC300,8,62724,2019-01-10T02:00:00+08:00,-6.828033,111.906466,2019-01-09,27639.0
KOMATSU,PC300,8,62723,2018-12-04T14:29:00+07:00,-3.869766,115.200933,2018-12-04,17557.0
KOMATSU,PC300,8,62722,2019-01-10T01:35:00+07:00,-1.488533,103.662433,2019-01-09,17009.0
KOMATSU,PC300,8,62717,2018-07-12T15:32:00+07:00,-0.409233,117.268433,2018-11-19,13146.0
KOMATSU,PC300,8,62716,2019-01-10T01:15:00+07:00,-0.423099,117.260033,2019-01-09,16886.0
KOMATSU,PC300,8,62715,2018-08-05T02:29:00+08:00,-3.880166,115.1476,2018-08-04,8495.0
KOMATSU,PC300,8,62712,2018-10-10T02:40:00+08:00,-3.365033,116.0019,2018-10-09,18679.0
KOMATSU,PC300,8,62710,2019-01-10T01:34:00+07:00,-1.661332,116.205766,2019-01-09,10659.0
KOMATSU,PC300,8,62706,2019-01-10T01:30:00+07:00,-0.305999,117.021766,2019-01-09,9063.0
KOMATSU,PC300,8,62705,2019-01-10T01:01:00+07:00,-0.503433,117.307133,2019-01-09,24663.0
KOMATSU,PC300,8,62704,2017-02-25T01:04:00+07:00,0.819133,117.945732,2017-02-24,16624.0
KOMATSU,PC300,8,62701,2016-08-30T02:23:00+08:00,-0.4619,117.125999,2016-08-29,14302.0
KOMATSU,PC300,8,62698,2019-01-10T01:09:00+07:00,-0.7327,114.953699,2019-01-09,8441.0
KOMATSU,PC300,8,62696,2016-12-04T00:29:00+08:00,-3.600933,115.622833,2019-01-09,14747.0
KOMATSU,PC300,8,62695,2018-12-02T01:59:00+07:00,0.56,127.941733,2018-12-02,6561.0
KOMATSU,PC300,8,62692,2015-04-10T01:17:00+07:00,2.103433,117.639167,2015-04-09,13560.0
KOMATSU,PC300,8,62691,2017-11-11T02:10:00+08:00,-0.951566,117.029666,2017-11-11,19729.0
KOMATSU,PC300,8,62688,2019-01-10T02:31:00+08:00,-0.3509,117.074733,2019-01-09,13625.0
KOMATSU,PC300,8,62687,2019-01-08T01:09:00+07:00,-2.919099,114.918932,2019-01-07,11201.0
KOMATSU,PC300,8,62682,2019-01-10T02:25:00+08:00,-0.622967,117.090566,2019-01-09,20532.0
KOMATSU,PC300,8,61939,2019-01-10T02:36:00+08:00,-1.884466,116.1764,2019-01-09,7717.0
KOMATSU,PC300,8,61938,2017-03-20T00:27:00+08:00,-3.226733,115.040666,2017-03-22,11351.0
KOMATSU,PC300,8,61936,2016-09-28T00:55:00+07:00,-2.882032,116.204666,2016-09-27,15397.0
KOMATSU,PC300,8,61935,2019-01-10T01:53:00+08:00,-6.514099,106.293699,2019-01-09,13917.0
KOMATSU,PC300,8,61934,2019-01-10T00:41:00+07:00,-7.5877,112.670066,2019-01-09,10588.0
KOMATSU,PC300,8,61929,2018-12-16T01:04:00+07:00,-8.513866,119.046133,2018-12-16,11129.0
KOMATSU,PC300,8,61928,2018-08-27T01:09:00+07:00,-4.405399,122.185499,2018-08-26,43153.0
KOMATSU,PC300,8,61924,2018-11-29T02:24:00+08:00,-0.616766,117.120499,2018-11-28,15736.0
KOMATSU,PC300,8,61919,2019-01-04T00:58:00+07:00,-3.176866,115.256599,2019-01-03,14991.0
KOMATSU,PC300,8,61906,2015-05-30T13:01:00+08:00,-3.7321,115.465766,2015-05-30,11899.0
KOMATSU,PC300,8,61903,2015-10-26T10:00:00+08:00,-3.556133,115.5715,2015-10-25,12205.0
KOMATSU,PC300,8,61902,2015-07-25T10:31:00+08:00,-6.319666,107.127433,2015-09-25,11548.0
KOMATSU,PC300,8,61898,2018-06-12T10:35:00+09:00,-1.932466,121.325399,2018-06-12,10767.0
KOMATSU,PC300,8,61896,2017-08-10T09:24:00+07:00,-2.855266,104.735299,2017-08-08,9333.0
KOMATSU,PC300,8,61893,2015-03-24T01:16:00+07:00,-3.8327,115.274933,2015-03-24,13569.0
KOMATSU,PC300,8,61887,2016-12-14T08:02:00+07:00,-0.625866,117.217032,2019-01-02,106736.0
KOMATSU,PC300,8,61886,2016-05-14T01:23:00+07:00,3.122533,116.459033,2016-05-13,19748.0
KOMATSU,PC300,8,61882,2018-12-25T02:26:00+08:00,-3.276933,115.0694,2018-12-24,17129.0
KOMATSU,PC300,8,61881,2019-01-10T01:36:00+07:00,-6.300933,106.978366,2019-01-09,20481.0
KOMATSU,PC300,8,61880,2019-01-10T01:08:00+07:00,-2.933832,115.227066,2019-01-09,23659.0
KOMATSU,PC300,8,61879,2019-01-10T01:03:00+07:00,-7.546933,112.7663,2019-01-09,10634.0
KOMATSU,PC300,8,61878,2019-01-10T01:23:00+07:00,-2.320333,102.787299,2019-01-09,13245.0
KOMATSU,PC300,8,61875,2016-09-13T01:37:00+07:00,3.599966,116.644899,2016-09-12,16480.0
KOMATSU,PC300,8,61874,2019-01-10T01:17:00+07:00,-7.845766,110.025033,2019-01-09,11556.0
KOMATSU,PC300,8,61871,2015-02-16T01:27:00+07:00,-2.957066,115.2084,2015-02-16,13203.0
KOMATSU,PC300,8,61869,2016-08-10T02:19:00+08:00,-0.5159,117.335499,2016-08-09,9569.0
KOMATSU,PC300,8,61864,2018-05-06T16:25:00+08:00,-4.108932,121.908766,2018-12-29,18019.0
KOMATSU,PC300,8,61863,2015-01-28T16:06:00+07:00,-6.559966,106.853266,2019-01-09,10986.0
KOMATSU,PC300,8,61858,2016-04-27T02:38:00+08:00,-3.714799,115.179532,2016-04-26,8533.0
KOMATSU,PC300,8,61855,2019-01-10T01:01:00+07:00,-7.853433,110.0434,2019-01-09,10988.0
KOMATSU,PC300,8,61844,2018-04-17T01:44:00+07:00,-0.445866,117.100566,2018-04-13,28484.0
KOMATSU,PC300,8,61843,2015-05-01T16:55:00+08:00,-0.085233,117.186866,2017-10-07,16523.0
KOMATSU,PC300,8,61842,2018-06-01T00:27:00+07:00,-0.595766,117.0927,2018-05-31,34562.0
KOMATSU,PC300,8,61836,2018-09-02T01:35:00+07:00,-1.135599,114.649333,2018-09-01,13187.0
KOMATSU,PC300,8,61833,2018-09-18T06:34:00+07:00,0.461466,127.922799,2018-09-18,7773.0
KOMATSU,PC300,8,61831,2018-09-20T01:25:00+07:00,2.816432,117.352066,2018-09-19,16025.0
KOMATSU,PC300,8,61830,2016-05-11T03:38:00+09:00,-0.063533,129.4058,2016-05-10,9965.0
KOMATSU,PC300,8,61829,2019-01-10T02:44:00+08:00,-2.267733,112.694167,2019-01-09,12166.0
KOMATSU,PC300,8,61828,2016-03-22T09:40:00+09:00,-4.941599,119.638066,2019-01-09,20369.0
KOMATSU,PC300,8,61827,2016-02-10T01:21:00+07:00,-7.5465,112.765833,2016-02-09,6724.0
KOMATSU,PC300,8,61825,2015-02-14T16:37:00+07:00,-1.213066,116.8344,2015-02-17,12569.0
KOMATSU,PC300,8,61824,2017-05-25T15:58:00+07:00,-0.477066,117.227133,2019-01-09,14573.0
KOMATSU,PC300,8,61820,2018-08-29T01:35:00+07:00,-2.889433,121.9609,2018-08-28,22484.0
KOMATSU,PC300,8,61817,2016-04-02T15:55:00+08:00,-6.1409,106.686799,2016-06-23,14066.0
KOMATSU,PC300,8,61807,2016-11-16T02:29:00+08:00,-1.259366,116.862933,2016-11-15,14306.0
KOMATSU,PC300,8,61804,2017-01-16T22:44:00+07:00,-2.1233,116.067233,2017-01-17,103288.0
KOMATSU,PC300,8,61802,2018-12-18T03:06:00+09:00,-0.071766,129.4013,2018-12-17,11055.0
KOMATSU,PC300,8,61797,2019-01-10T01:39:00+07:00,-0.5033,117.301766,2019-01-09,14341.0
KOMATSU,PC300,8,61794,2019-01-10T01:39:00+07:00,-0.612199,100.793366,2019-01-09,11114.0
KOMATSU,PC300,8,61762,2018-12-27T02:14:00+08:00,3.497566,98.777199,2018-12-26,13633.0
KOMATSU,PC300,8,61761,2017-09-27T02:03:00+08:00,3.403333,117.552466,2017-09-26,4824.0
KOMATSU,PC300,8,61757,2015-06-21T23:24:00+07:00,-0.614466,117.212199,2015-06-22,17341.0
KOMATSU,PC300,8,61754,2017-07-20T02:26:00+08:00,-5.427433,121.934466,2017-07-20,10113.0
KOMATSU,PC300,8,61751,2015-10-15T02:13:00+07:00,-3.741133,103.800599,2015-09-02,13250.0
KOMATSU,PC300,8,61744,2015-02-14T15:23:00+08:00,-0.463266,117.125499,2015-03-14,10337.0
KOMATSU,PC300,8,61742,2018-02-07T02:38:00+08:00,-5.428133,121.934033,2018-05-04,11335.0
KOMATSU,PC300,8,61735,2019-01-10T02:26:00+08:00,-2.946533,115.243333,2019-01-09,25018.0
KOMATSU,PC300,8,61731,2019-01-10T01:01:00+07:00,-2.137166,114.965966,2019-01-09,12495.0
KOMATSU,PC300,8,61728,2018-11-24T08:32:00+07:00,-8.025233,112.611933,2018-11-27,11012.0
KOMATSU,PC300,8,61723,2017-10-09T02:23:00+08:00,-1.787166,115.246533,2017-10-08,8774.0
KOMATSU,PC300,8,61719,2016-01-06T02:09:00+08:00,-2.879333,115.270366,2016-01-05,13555.0
KOMATSU,PC300,8,61696,2016-01-08T00:37:00+08:00,-7.554733,112.498733,2015-03-01,12588.0
KOMATSU,PC300,8,61695,2014-07-23T02:21:00+08:00,-1.23,116.881766,2014-08-18,14184.0
KOMATSU,PC300,8,61687,2017-12-10T23:22:00+07:00,-0.468866,117.212866,2017-12-16,10488.0
KOMATSU,PC300,8,61680,2018-07-16T16:06:00+08:00,-0.460467,117.211233,2019-01-09,14153.0
KOMATSU,PC300,8,61674,2016-07-11T07:26:00+07:00,0.5744,120.037666,2016-07-11,5486.0
KOMATSU,PC300,8,61670,2016-01-25T00:11:00+08:00,-3.7333,115.620366,2016-01-28,99294.0
KOMATSU,PC300,8,61669,2014-09-08T10:42:00+08:00,2.191266,117.3995,2017-07-04,16533.0
KOMATSU,PC300,8,61668,2019-01-10T02:13:00+08:00,0.1795,117.479333,2019-01-09,13043.0
KOMATSU,PC300,8,61664,2015-11-21T14:38:00+08:00,-1.193699,116.856766,2016-05-31,10519.0
KOMATSU,PC300,8,61663,2016-06-14T02:31:00+08:00,-3.023133,115.179466,2016-06-13,21957.0
KOMATSU,PC300,8,61662,2015-03-08T01:27:00+08:00,-1.080933,117.019199,2015-04-07,7946.0
KOMATSU,PC300,8,61657,2019-01-10T02:33:00+08:00,-3.674433,115.473567,2019-01-09,17539.0
KOMATSU,PC300,8,61655,2017-08-07T13:26:00+08:00,-2.155166,115.539566,2017-08-07,10323.0
KOMATSU,PC300,8,61650,2016-05-31T04:35:00+07:00,-3.712299,102.254167,2016-05-30,11040.0
KOMATSU,PC300,8,61647,2019-01-10T02:03:00+08:00,-4.118133,104.144799,2019-01-09,16746.0
KOMATSU,PC300,8,61642,2016-08-20T12:30:00+07:00,-3.934532,114.9026,2018-12-07,16228.0
KOMATSU,PC300,8,61629,2015-06-19T15:53:00+08:00,-0.690166,117.059066,2014-08-03,10920.0
KOMATSU,PC300,8,61628,2012-11-23T01:34:00+08:00,-0.607566,117.194532,2015-04-03,9204.0
KOMATSU,PC300,8,61626,2014-12-27T12:25:00+07:00,-0.5013,117.065999,2017-06-06,11740.0
KOMATSU,PC300,8,61625,2018-10-17T01:27:00+07:00,-2.9194,104.705732,2018-10-16,8739.0
KOMATSU,PC300,8,61623,2019-01-10T02:14:00+08:00,-4.119566,104.145299,2019-01-09,20759.0
KOMATSU,PC300,8,61620,2017-09-26T10:09:00+07:00,-2.888699,104.7296,2017-09-26,8361.0
KOMATSU,PC300,8,61619,2018-11-23T17:10:00+07:00,-1.881566,106.0432,2018-11-23,22207.0
KOMATSU,PC300,8,61615,2015-08-11T07:15:00+07:00,-0.327266,116.8551,2018-12-10,8898.0
KOMATSU,PC300,8,61607,2016-05-10T12:53:00+07:00,-0.428099,117.081933,2018-11-20,16971.0
KOMATSU,PC300,8,61606,2018-10-01T01:40:00+07:00,-0.617933,117.273366,2018-09-30,11148.0
KOMATSU,PC300,8,61605,2015-04-17T02:05:00+08:00,-0.450933,117.149799,2015-04-17,12689.0
KOMATSU,PC300,8,61598,2017-11-15T04:31:00+07:00,-6.252666,107.045132,2017-11-14,16775.0
KOMATSU,PC300,8,61597,2019-01-10T01:33:00+07:00,-0.609366,100.764933,2019-01-09,9279.0
KOMATSU,PC300,8,61595,2016-04-01T16:24:00+07:00,-6.134867,106.685766,2016-04-01,8847.0
KOMATSU,PC300,8,61593,1980-01-01T07:00:00+07:00,0.0,0.0,2017-10-16,18169.0
KOMATSU,PC300,8,61590,2019-01-09T02:15:00+08:00,-7.779933,112.972,2019-01-08,13493.0
KOMATSU,PC300,8,61589,1980-01-01T08:00:00+08:00,0.0,0.0,2017-02-01,6226.0
KOMATSU,PC300,8,61588,2017-01-14T02:32:00+08:00,-1.239566,116.656033,2017-01-13,14178.0
KOMATSU,PC300,8,61584,2014-10-22T12:11:00+07:00,-0.508633,117.320366,2017-05-12,8064.0
KOMATSU,PC300,8,61582,2019-01-10T01:24:00+07:00,-1.549966,103.657666,2019-01-09,12087.0
KOMATSU,PC300,8,61579,2019-01-10T01:34:00+07:00,-1.550166,103.6582,2019-01-09,15994.0
KOMATSU,PC300,8,61573,2016-01-01T00:15:00+07:00,2.1007,117.364666,2015-12-31,27778.0
KOMATSU,PC300,8,61570,2015-05-04T12:05:00+08:00,2.190467,117.399233,2015-05-12,14334.0
KOMATSU,PC300,8,61564,2016-04-17T05:46:00+08:00,-6.021266,106.0871,2017-10-30,9210.0
KOMATSU,PC300,8,61561,2019-01-10T01:17:00+07:00,-1.859066,114.848633,2019-01-10,13706.0
KOMATSU,PC300,8,61559,2019-01-05T01:05:00+07:00,-1.193366,116.857533,2019-01-04,14211.0
KOMATSU,PC300,8,61558,2018-01-09T20:28:00+07:00,-2.286933,102.761833,2018-03-19,13255.0
KOMATSU,PC300,8,61554,2019-01-10T01:15:00+07:00,-0.624966,117.241266,2019-01-09,21071.0
KOMATSU,PC300,8,61552,2019-01-10T01:12:00+07:00,-3.801966,103.803733,2019-01-09,28977.0
KOMATSU,PC300,8,61551,2017-09-30T01:26:00+07:00,-6.194167,106.674266,2017-09-29,11335.0
KOMATSU,PC300,8,61543,2016-05-14T07:27:00+07:00,-1.5701,127.435,2018-04-23,14684.0
KOMATSU,PC300,8,61536,2019-01-10T02:17:00+08:00,-4.118499,104.144566,2019-01-09,18112.0
KOMATSU,PC300,8,61535,2018-04-30T02:29:00+08:00,-3.770132,115.4333,2018-04-29,12477.0
KOMATSU,PC300,8,61533,2017-05-06T02:36:00+08:00,-2.267999,115.521699,2017-05-05,14806.0
KOMATSU,PC300,8,61527,2014-03-29T05:37:00+07:00,-1.536766,111.3034,2015-01-09,9122.0
KOMATSU,PC300,8,61526,2014-01-29T10:55:00+08:00,-0.594666,117.275732,2015-04-07,10816.0
KOMATSU,PC300,8,61525,2019-01-10T01:28:00+07:00,-2.110033,114.859066,2019-01-09,23475.0
KOMATSU,PC300,8,61513,2018-02-10T13:05:00+07:00,1.650033,117.0532,2018-02-09,9083.0
KOMATSU,PC300,8,61510,2015-05-09T01:26:00+07:00,-3.5809,115.4701,2015-05-08,12343.0
KOMATSU,PC300,8,61509,2016-11-19T07:57:00+08:00,-5.427466,121.934299,2017-02-15,10660.0
KOMATSU,PC300,8,61508,2017-04-20T01:37:00+07:00,-0.307333,117.056566,2017-04-19,8974.0
KOMATSU,PC300,8,61496,2018-06-16T02:23:00+08:00,0.658433,117.544366,2018-06-15,22315.0
KOMATSU,PC300,8,61494,2013-04-17T11:27:00+08:00,-0.663599,117.263567,2013-04-18,5624.0
KOMATSU,PC300,8,61492,2013-06-10T10:43:00+07:00,-0.141366,117.1777,2017-02-22,17545.0
KOMATSU,PC300,8,61491,2017-08-26T17:47:00+07:00,-6.9507,107.5302,2017-08-27,14328.0
KOMATSU,PC300,8,61490,2015-11-03T00:42:00+07:00,-1.948733,115.322399,2015-11-02,16810.0
KOMATSU,PC300,8,61488,2019-01-10T01:01:00+07:00,-0.842066,119.816067,2019-01-09,19841.0
KOMATSU,PC300,8,61476,2015-09-16T04:49:00+08:00,3.778832,98.636699,2019-01-09,10873.0
KOMATSU,PC300,8,61475,2012-09-16T08:17:00+07:00,-1.968333,115.3221,2015-02-23,12558.0
KOMATSU,PC300,8,61473,2019-01-10T01:00:00+07:00,-7.845766,110.025299,2019-01-09,14955.0
KOMATSU,PC300,8,61470,2017-09-18T11:59:00+08:00,0.7232,104.214699,2017-09-18,10109.0
KOMATSU,PC300,8,61469,2014-07-25T15:27:00+09:00,-3.811566,122.440333,2017-08-28,10749.0
KOMATSU,PC300,8,61466,2017-11-22T16:15:00+07:00,0.578832,101.398066,2017-11-21,10824.0
KOMATSU,PC300,8,61465,2017-01-29T02:34:00+08:00,-0.7344,115.683333,2017-01-28,27875.0
KOMATSU,PC300,8,61464,2017-07-31T14:23:00+08:00,-5.427399,121.934466,2018-02-09,9529.0
KOMATSU,PC300,8,61460,2018-05-04T19:40:00+08:00,-5.428066,121.934167,2018-07-14,19503.0
KOMATSU,PC300,8,61435,2019-01-10T02:18:00+08:00,-6.828133,111.906599,2019-01-09,25826.0
KOMATSU,PC300,8,61434,2016-11-15T18:23:00+09:00,-1.948866,121.321432,2016-11-15,8487.0
KOMATSU,PC300,8,61431,2019-01-10T01:32:00+07:00,-7.391966,112.4476,2019-01-09,12791.0
KOMATSU,PC300,8,61420,2017-01-07T02:00:00+08:00,-3.770299,115.3432,2017-01-06,11060.0
KOMATSU,PC300,8,61417,2017-09-02T01:06:00+07:00,0.579033,101.398133,2017-09-01,12920.0
KOMATSU,PC300,8,61410,2018-05-07T14:45:00+08:00,-5.428466,121.934066,2018-07-16,9216.0
KOMATSU,PC300,8,61390,2019-01-10T02:42:00+08:00,-6.893766,111.934699,2019-01-09,24857.0
KOMATSU,PC300,8,61387,2017-11-01T02:33:00+08:00,-0.445732,117.100666,2017-10-31,34006.0
KOMATSU,PC300,8,61359,2018-12-22T03:18:00+09:00,-1.183932,110.502299,2018-12-22,12640.0
KOMATSU,PC300,8,61356,2015-07-25T10:44:00+08:00,-0.400132,117.274833,2018-11-01,15300.0
KOMATSU,PC300,8,61352,2017-09-25T16:39:00+07:00,-3.4434,114.841667,2018-05-31,18053.0
KOMATSU,PC300,8,61344,2018-01-15T01:19:00+07:00,-2.907266,115.242666,2018-01-14,13762.0
KOMATSU,PC300,8,61334,2019-01-10T02:08:00+08:00,-0.299299,117.131766,2019-01-09,9367.0
KOMATSU,PC300,8,61333,2019-01-10T01:59:00+08:00,-2.175599,115.549233,2019-01-09,18927.0
KOMATSU,PC300,8,61328,2016-10-19T02:13:00+08:00,-7.3363,112.757533,2016-10-18,17129.0
KOMATSU,PC300,8,61327,2019-01-10T02:01:00+08:00,-0.682666,117.026133,2019-01-09,28667.0
KOMATSU,PC300,8,61323,2018-11-21T03:13:00+09:00,1.455467,125.181866,2018-11-20,13978.0
KOMATSU,PC300,8,61322,2019-01-10T01:07:00+07:00,-8.774566,120.983932,2019-01-09,8738.0
KOMATSU,PC300,8,61108,2012-10-13T02:28:00+08:00,-0.2133,117.114733,2012-10-13,12412.0
KOMATSU,PC300,8,61105,2014-05-22T11:00:00+08:00,-0.1988,117.100566,2014-11-04,18956.0
KOMATSU,PC300,8,61104,2011-03-12T02:32:00+08:00,3.684766,117.250033,2011-03-12,7655.0
KOMATSU,PC300,8,61093,2015-06-02T02:29:00+08:00,-0.846966,115.488733,2015-06-01,9584.0
KOMATSU,PC300,8,61092,2019-01-10T02:19:00+08:00,-6.861799,111.5146,2019-01-09,23568.0
KOMATSU,PC300,8,61082,2018-11-30T01:13:00+07:00,-1.285732,101.7095,2018-11-29,16841.0
KOMATSU,PC300,8,61060,2009-08-28T04:05:00+08:00,-0.905233,117.0163,2009-08-28,10.0
KOMATSU,PC300,8,60997,2019-01-06T02:24:00+08:00,-3.862733,115.196099,2019-01-05,19414.0
KOMATSU,PC300,8,60988,2015-03-19T00:14:00+07:00,-2.923099,104.489366,2016-03-17,10614.0
KOMATSU,PC300,8,60966,2014-05-23T02:13:00+08:00,-0.455233,117.110866,2014-05-23,15289.0
KOMATSU,PC300,8,60851,2016-07-11T01:07:00+08:00,-1.110499,131.607533,2019-01-10,15883.0
KOMATSU,PC210,10M0,600016,2019-01-10T01:07:21+07:00,-6.8533,107.394733,2019-01-09,444.0
KOMATSU,PC210,10M0,600015,2019-01-10T01:57:21+07:00,-3.399566,114.667367,2019-01-09,23.0
KOMATSU,PC210,10M0,600014,2019-01-10T01:03:21+07:00,-6.151533,106.936432,2019-01-09,126.0
KOMATSU,PC210,10M0,600013,2019-01-10T01:32:21+07:00,-6.149532,106.935666,2019-01-09,18.0
KOMATSU,PC200LC,8,C67905,2018-03-13T01:35:00+07:00,0.4326,101.898266,2018-03-12,24134.0
KOMATSU,PC200LC,8,C67779,2017-04-02T23:06:00+07:00,0.8058,102.399133,2017-04-02,19215.0
KOMATSU,PC200LC,8,C67778,2014-10-02T10:36:00+07:00,0.042199,101.405467,2015-11-19,18802.0
KOMATSU,PC200LC,8,C67777,2019-01-10T01:28:00+07:00,3.407967,117.073499,2019-01-09,7838.0
KOMATSU,PC200LC,8,C67776,2017-10-26T01:39:00+07:00,-0.760299,116.735033,2017-10-25,19875.0
KOMATSU,PC200LC,8,C67775,2015-09-28T21:53:00+07:00,0.436667,101.893533,2015-09-29,13834.0
KOMATSU,PC200LC,8,C67765,2016-01-11T16:14:00+07:00,-0.009033,101.206466,2018-11-06,12239.0
KOMATSU,PC200LC,8,C67633,2015-11-18T21:49:00+07:00,0.035633,101.4052,2015-11-17,16508.0
KOMATSU,PC200LC,8,C67632,2015-08-08T22:04:00+07:00,0.448733,101.902,2015-08-09,15720.0
KOMATSU,PC200LC,8,C67567,2016-04-13T01:17:00+07:00,0.432166,101.890066,2016-04-12,22016.0
KOMATSU,PC200LC,8,C67549,2015-07-21T01:06:00+07:00,0.440566,101.8963,2015-07-20,15758.0
KOMATSU,PC200LC,8,C67547,1980-01-01T07:00:00+07:00,0.0,0.0,2019-01-04,22629.0
KOMATSU,PC200LC,8,C67228,2014-04-01T17:03:00+07:00,0.033966,101.398832,2014-04-02,12099.0
KOMATSU,PC200LC,8,C67227,2016-04-28T00:57:00+07:00,0.440399,101.897533,2016-04-27,18214.0
KOMATSU,PC200LC,8,C67226,2015-10-18T22:43:00+07:00,0.0359,101.405566,2015-10-21,27644.0
KOMATSU,PC200LC,8,C67209,2016-03-28T01:07:00+07:00,0.440433,101.897466,2016-03-27,16770.0
KOMATSU,PC200LC,8,C66949,2016-07-29T12:35:00+07:00,-1.235166,116.945033,2016-07-29,17656.0
KOMATSU,PC200LC,8,C66935,2017-09-02T00:51:00+07:00,-0.734466,116.879333,2017-09-01,22467.0
KOMATSU,PC200LC,8,C66934,2017-01-29T23:11:00+07:00,-0.701799,116.694633,2017-05-19,18572.0
KOMATSU,PC200LC,8,C66933,2018-12-29T01:42:00+07:00,3.919299,116.888166,2018-12-28,19962.0
KOMATSU,PC200LC,8,C66932,2017-03-31T01:28:00+07:00,3.424532,117.055999,2017-03-30,18694.0
KOMATSU,PC200F,8,J50001,2019-01-10T01:05:00+07:00,-3.749333,103.975999,2019-01-09,1104.0
KOMATSU,PC2000,8,J10052,2018-12-18T01:04:00+07:00,-6.149766,106.936933,2018-12-17,9.0
KOMATSU,PC2000,8,J10048,2019-01-10T02:04:00+08:00,-0.696067,117.2457,2019-01-09,937.0
KOMATSU,PC2000,8,J10047,2019-01-10T02:18:00+08:00,-2.346533,115.607799,2019-01-09,1670.0
KOMATSU,PC2000,8,J10046,2018-12-23T02:38:00+08:00,0.542866,116.104,2018-12-22,1704.0
KOMATSU,PC2000,8,J10045,2019-01-10T02:16:00+08:00,-3.561033,115.641466,2019-01-09,2064.0
KOMATSU,PC2000,8,J10044,2019-01-09T02:08:00+08:00,1.9001,117.293699,2019-01-08,3708.0
KOMATSU,PC2000,8,J10043,2019-01-10T02:06:00+08:00,-3.552433,115.634233,2019-01-09,3115.0
KOMATSU,PC2000,8,J10042,2019-01-10T02:02:00+08:00,-3.544867,115.636799,2019-01-09,3714.0
KOMATSU,PC2000,8,J10041,2019-01-10T01:08:00+07:00,3.658599,117.238133,2019-01-09,4836.0
KOMATSU,PC2000,8,J10039,2019-01-09T01:04:00+07:00,3.659566,117.2313,2019-01-08,5014.0
KOMATSU,PC2000,8,J10038,2019-01-10T02:16:00+08:00,-3.555266,115.632566,2019-01-09,5654.0
KOMATSU,PC2000,8,J10036,2019-01-10T01:14:00+07:00,3.667199,117.225599,2019-01-09,6502.0
KOMATSU,PC2000,8,J10035,2017-12-01T02:16:00+08:00,2.289299,117.363366,2017-11-30,2360.0
KOMATSU,PC2000,8,J10034,2019-01-10T01:08:00+07:00,-3.235266,116.009899,2019-01-09,7954.0
KOMATSU,PC2000,8,J10033,2019-01-10T02:09:00+08:00,-3.580066,115.619,2019-01-09,10777.0
KOMATSU,PC2000,8,J10032,2018-06-06T02:14:00+08:00,-0.712032,116.924133,2018-06-05,6174.0
KOMATSU,PC2000,8,J10031,2019-01-10T01:06:00+07:00,-2.552766,121.4027,2019-01-09,14668.0
KOMATSU,PC2000,8,J10030,2016-07-13T23:52:00+08:00,-6.150033,106.936933,2019-01-09,14748.0
KOMATSU,PC2000,8,J10029,2019-01-10T02:36:00+08:00,-3.582,115.620599,2019-01-09,13345.0
KOMATSU,PC2000,8,J10028,2019-01-10T02:09:00+08:00,-0.999167,114.370533,2019-01-09,13016.0
KOMATSU,PC2000,8,J10027,2019-01-10T01:27:00+07:00,-3.764966,103.821599,2019-01-09,11012.0
KOMATSU,PC2000,8,J10026,2019-01-03T14:47:00+07:00,-3.765233,103.822,2019-01-09,11119.0
KOMATSU,PC2000,8,J10025,2019-01-09T02:26:00+08:00,-0.689833,116.936933,2019-01-08,11890.0
KOMATSU,PC2000,8,J10024,2019-01-09T02:31:00+08:00,0.8201,117.523699,2019-01-08,18400.0
KOMATSU,PC2000,8,J10023,2015-11-02T02:41:00+08:00,0.837632,117.594867,2015-11-01,2718.0
KOMATSU,PC2000,8,J10022,2019-01-10T01:33:00+07:00,3.082066,116.493699,2019-01-09,13623.0
